sgRNA,Gene,Ts13.initial,Ts13.final
132785787,NKX6-2,1522,1863
37207246,SSTR3,307,280
3360127,ZNF195,2008,1796
107180058,HBP1,2570,2626
56962093,CETP,1800,2449
59495174,JKAMP,1940,1697
42315304,TFF3,1300,1183
37865613,NME8,1765,1566
49884924,ZBED4,2477,2831
41926682,TNFRSF13C,1513,1191
37226861,C5orf42,1981,2462
145822688,SLITRK2,742,575
,Non-Targeting_Control-N306,2687,2901
93479079,SMCO4,1647,1090
75971194,TGFB3,589,565
178965333,ZNF454,2134,2312
89523939,POC1B-GALNT4,568,383
18934315,MRGPRX1,1755,2838
21397933,CHD8,678,841
33266562,VPS52,2025,769
29338345,DUSP4,853,847
73751114,LOC100134391,2046,2613
,Non-Targeting_Control-N678,2781,4201
49281337,CBLN1,1873,1637
84495907,TLDC1,1692,1063
58579516,ZFP91,955,1382
237890500,ZP4,1168,1236
86958766,SNCG,565,500
33059979,BPIFB3,1138,1502
89637242,DPEP1,2960,2513
43292750,TGM7,575,773
23308006,BCL2L2,2849,3757
76439700,ESRRB,1977,1729
29112154,OR2J3,2155,1941
120713917,MEGF9,2637,2326
85104067,LRRIQ1,2557,3469
,Non-Targeting_Control-N935,2293,3273
70136289,PDPR,3024,3003
52206611,ALAS1,1874,2822
44497139,LDOC1L,3310,3194
120349345,INHBB,1800,2524
,Non-Targeting_Control-N428,1246,1564
114299678,TIGIT,1347,1814
4365512,SH3GL1,770,707
32593886,EIF3M,1685,1534
3433453,OR1E2,2185,2034
46747791,MYLK3,1216,1626
157589237,FCRL4,1832,2546
179378367,MFN1,2304,2427
154799952,LARP1,2371,2161
29587153,RBMS3,3045,4169
95375153,KCNIP3,2572,2788
24021679,MFSD2B,811,1308
212797137,TATDN3,2276,3171
18382605,EVPLL,1838,1777
93455765,GRID2,1760,2130
148757086,CUL1,1816,1446
,Non-Targeting_Control-N127,3639,4929
109173743,KIAA1324,2678,4070
167720092,PDCD10,535,760
6780660,FBXO39,1566,1715
9553782,SLC25A33,3825,4554
56524488,PPAP2B,1795,2093
36265523,APOL1,1367,1231
31337176,ZCCHC17,1283,1134
40828583,PPP1R14D,1508,1918
16561238,FAM49A,2396,2819
25791141,OXSM,2438,854
44622910,ADA,915,1441
231397787,B3GNT7,3368,4176
153748652,RNF175,2142,2431
127604647,MCM2,2494,1072
38306398,SLC22A14,2089,3245
24140958,EMC9,1004,1227
207023284,C1orf116,564,619
25245327,KRAS,1753,1866
56074633,SUMF2,1836,1992
49062514,CCDC120,1722,1789
108792291,SSH1,2301,3187
37916246,SFRP4,566,691
127106679,GRM8,849,794
66843767,RCE1,2087,3121
939125,SAMD11,1540,1387
121790078,IQCB1,1037,990
88729268,MEF2C,2434,2933
83806453,GKAP1,1577,1855
136518813,NOTCH1,1651,1697
31995675,PDZD2,2339,2158
227611592,C2orf83,1733,1311
144311832,HSF1,2117,1982
50222239,LIMA1,1267,1692
38160190,SRPX,2713,3448
107324744,NTNG1,2198,2310
18315716,ZNF133,2056,1641
56751154,C1orf168,2611,3901
,Non-Targeting_Control-N257,1558,2214
94176573,CDH17,1711,2248
9746120,GPR143,1520,2092
67600029,PIGH,2393,1766
43122468,POMK,2136,4331
53498694,LNX1,2708,2632
125332050,GAPVD1,1901,2521
6861586,KIAA0232,1441,972
114325258,CHAMP1,1924,1029
45591625,GPR4,668,1010
24995794,ENKUR,460,469
88567473,GRM5,1083,1358
40852268,CARD6,792,865
18429821,LDHC,2060,1982
33797872,PRSS3,977,964
100662184,SRPX2,707,1043
95025090,NDUFAF6,2946,1431
372631,THEG,1946,1582
183961591,ABCC5,1224,1090
51006709,KLK9,1581,2302
103676622,MORF4L2,2134,2586
21990909,XPO7,2124,1921
119172916,NLRX1,3117,4478
98208248,R3HCC1L,1906,2389
58507994,OR5B21,796,753
42155534,PLA2G4F,542,1139
36741807,SIM2,1000,1163
,Non-Targeting_Control-N66,2676,4204
93085197,GRID2,1950,3087
77320455,POMT2,854,856
120464072,SRSF9,1183,911
219193166,LYPLAL1,2856,3382
3738101,PXDC1,2779,3819
33722419,CD59,1599,2354
1709855,TLCD2,255,143
100188033,DDIT4L,2008,2335
37529130,FBXO10,1331,1350
55140320,LGALS3,1462,1515
128840005,KCNJ1,1127,780
90917697,CDK14,2657,3390
44355964,FAM171A2,1449,993
61840120,FAM161A,2295,1595
38671386,TSPAN7,799,719
49619001,RPL36AL,1918,591
100406875,PCDH19,2217,2122
53156735,CHD9,2183,2737
74964524,HID1,712,1140
68225610,IL26,1412,1847
49589998,FAM227B,1701,2277
74417350,SEMA7A,1307,1268
76035327,CXCL11,1099,2232
34197799,C1orf94,3746,5360
6997650,DEFA1B,3454,3433
71011527,PCNX,2792,3005
39369954,SAMD4B,1776,815
57559189,FECH,1197,561
111088024,SLC16A10,480,575
190404841,CLDN16,3896,5192
34372031,KIAA1161,1846,3078
15707642,BST1,922,855
44950829,SETBP1,536,732
160118883,PWWP2A,1374,1105
75559757,HIP1,3464,4432
32453385,CCDC7,2115,2463
50565646,C3orf18,1467,1308
84745222,USP10,2091,1084
77708197,SLIRP,833,688
41507807,ACO2,3350,3506
5581233,OR52B6,553,801
54926439,FAM83B,2539,1977
33405294,KIFC1,2422,2415
19555683,SLC47A1,1217,1924
67562666,PLEKHH1,3076,4113
93750389,C11orf54,2232,2074
68866119,BMP10,2846,3401
53408397,ZNF765,1185,1392
27978290,URAD,1122,1141
67645871,ACY3,2364,2803
13068305,KIAA1467,1139,1139
248650495,OR2T27,1081,752
139006017,PRR23A,3683,5067
139680693,CXXC5,1215,1101
85217391,C8orf59,1579,923
68273939,SLC16A6,720,1041
7885738,MTRR,1167,1217
72713220,ARAP1,1150,1190
18917018,IFFO2,1566,1921
,Non-Targeting_Control-N951,3359,4358
48032714,COPZ2,2169,2695
137225635,CYSRT1,1123,1553
49611747,SLC18A3,848,1231
168441427,DDX60L,2162,2824
13496738,HS3ST3A1,434,737
149475371,ZNF746,1844,2694
119242092,BRINP1,1454,2630
77326865,GSTZ1,2698,2566
209695679,MAP2,1098,1359
120810502,TSPAN12,852,679
96742738,CAST,1954,2660
157629,IQSEC3,2513,2453
98902928,CHD1,1951,1929
,Non-Targeting_Control-N38,3005,5329
79401905,HOMER1,1968,2025
143586265,EEF1D,1701,1306
74740043,FA2H,1645,1838
21551001,C17orf51,1932,2312
9840238,RPUSD3,2666,1819
85780455,EMC8,1617,1040
42109590,GXYLT1,3919,4598
55062893,MAPK1IP1L,880,1111
33587286,FAM98A,2335,1553
124987840,CCDC15,983,990
152968,HBZ,1105,1052
9678016,MTMR14,1654,2600
154442184,CNKSR3,808,1192
2180712,CASKIN1,1622,2118
37057471,KCTD17,2873,2873
57360452,CCL22,879,1417
3664271,TAX1BP3,830,1143
63946217,UCKL1,1662,1182
4745573,GALNT8,2431,2307
197902784,C1orf53,959,1311
10089206,CLEC1A,1353,1379
44275459,TMEM151B,1037,1101
12726603,USP9Y,1800,1971
12427071,SLMO1,2725,3357
112917645,SLC16A1,1172,1069
56182189,GALP,1300,1609
152450779,SYNE1,1749,2149
6626327,LY86,2654,2981
28452419,FBXO16,2280,2279
20186046,ZNF486,2189,3508
36314841,MBIP,672,583
3938684,NMRK2,2540,3515
154886979,F8A1,2094,566
67208054,LRRC29,2952,2774
41938671,TTC25,324,360
155014167,KIF4B,3096,3748
94178421,PANX1,1495,1901
74369490,GPR142,676,780
76328852,PRPSAP1,1756,2438
21819632,MIB1,974,1711
37305608,ZCCHC7,3058,1297
25124052,CYCS,2041,266
5694427,EVC2,2369,3218
206899481,IL24,678,533
43598876,ZNF576,2412,3608
46725987,F2,747,647
172234273,UBTD2,1508,1492
89402920,IFIT1,1637,2058
69647180,UGT2A1,2790,3996
20604956,CDA,568,792
27810226,HIST1H3H,1412,780
110340935,RBM15,540,942
40682733,NUMBL,2567,2363
112778102,IL1A,1407,1063
42374841,DKK4,1150,1609
113077718,DTX1,1040,1099
123503330,IQUB,2268,2052
52776896,KRT76,940,1411
48920277,SNAI2,2856,2447
100267020,DEPDC4,2532,2504
111557613,LAYN,2293,3164
63278738,SYNPR,2569,3166
51778785,IQCF6,521,441
161497022,OTOL1,1555,1795
7283336,SLC2A4,1484,2150
87092583,HS2ST1,1838,1831
122340938,CLIP1,2126,2694
65720735,SGTB,1236,1657
68822271,UGT2B10,2155,3450
113811811,RSBN1,690,496
24241296,TINF2,919,6
170267928,PRKCI,1215,1356
92082428,ATXN3,744,743
202128038,GPR37L1,652,597
155362050,MAP9,770,1042
85654158,TMEM126A,2651,2223
115086258,TNC,1153,1088
11967580,TNFRSF17,2309,2637
103253813,TCEAL8,2901,3731
6197683,RPL22,1488,1386
57984763,TEPP,802,879
42487168,ATP6V0A1,2379,2003
34709242,TP53INP2,1791,1600
122699385,C10orf120,1342,2136
245059454,EFCAB2,926,1230
133558925,SYCE1,2092,2967
27955838,SMPDL3B,2805,2336
119452480,TMEM39A,2239,2655
88130413,ADAM22,908,716
12379716,PPARG,1634,2059
177231575,NFE2L2,1452,1394
107838909,RGPD4,1626,1643
22915026,HS3ST2,1215,3216
149887739,HIST2H2AB,517,346
112068301,WISP3,1699,1790
50290393,IFRD2,964,736
46812586,CYP4B1,2096,2832
156407938,C1orf61,1985,1643
132645891,TAAR1,1401,1805
81283534,FABP5,1533,1786
44010416,ZNF230,745,522
64464379,TBK1,2029,2194
178328327,OSBPL6,906,1694
168162606,ANXA10,2339,2875
81045856,BMP3,2397,2843
141246132,PCDHB15,1434,1130
88113439,ABCG2,1993,1925
133225240,FSTL4,942,966
53271322,LRP8,1874,2091
129121393,RAB43,2434,3138
102470034,TMEM180,449,548
40252663,C15orf56,2429,2136
23764663,C22orf15,1250,1031
160190840,CASQ1,684,731
52651884,KRT2,1659,1825
1771105,SERPINF1,1441,1621
33778495,NPAS3,1687,2537
119812895,NR1I2,3090,3355
31460364,DENND5B,3544,3120
37400133,SRC,683,946
184054431,TSEN15,1366,732
44757446,ZMIZ2,1039,1102
187043235,ST6GAL1,642,737
5217981,WIPI2,979,1522
59456978,FGGY,3004,3322
21912486,DOK2,2874,3659
75274351,UPRT,1342,1900
48831673,HSD17B14,1950,2231
202154200,PTPN7,1935,1845
62664947,C11orf98,1402,1279
54940450,FAM83B,1305,1776
153182703,MAGEA1,1059,1802
3154785,TUBB2A,838,1444
65197149,RGS9,1437,1638
39252479,C15orf54,1491,1431
22534724,NPIPB5,1164,1205
77280593,CCDC146,1483,1338
248038494,OR2L2,1456,2253
,Non-Targeting_Control-N37,4070,5603
805773,PRR25,787,782
159835502,LY75-CD302,1751,1971
7867118,FASTKD3,2035,2094
49665835,FMNL3,952,986
7678151,MCEMP1,2296,3112
63961166,HTR1A,1213,1827
78892250,CEP295NL,1216,844
98969641,PGPEP1L,3314,3207
160413612,SLU7,2047,445
1798881,MRPL36,1489,375
22639006,C1QA,1853,3231
63490343,HRASLS5,558,496
77607803,CXCL13,1524,2316
30367488,CHRFAM7A,1826,1747
102402090,TMEM123,2038,2293
56782040,HSD17B6,1206,1326
46260740,RAD54L,786,552
56638761,MT1A,722,672
34365215,LPCAT4,1816,2475
49813024,FUZ,1946,1369
207624297,METTL21A,2042,2369
16086971,ABCC1,1437,1993
98428657,KCNS2,1342,1645
66480588,BEAN1,1830,2292
116765524,FAM162B,508,571
8841473,A2ML1,908,1107
57745454,BTBD18,1223,1026
77794129,TMEM60,2924,3376
48912966,UBE2Z,716,292
68956730,ADGRB3,1683,2475
48663181,AGBL4,2567,2801
24476769,HRH4,2269,2320
31766637,DEPDC5,1428,2854
45267727,SLC28A2,2113,2470
34445308,ITCH,1536,1562
108657502,HENMT1,2460,2648
30665138,CRHR2,2248,1778
57377217,ZNF547,2690,2602
9032135,FAM9B,789,1207
133186593,KNDC1,1963,2378
16063596,FAM131C,943,1244
92001617,AKAP9,765,1160
49961204,PIM3,1046,582
10748176,DAP,398,139
,Non-Targeting_Control-N166,2369,2860
106924616,DKK2,502,432
48544832,HOXB2,635,502
41362970,EMILIN3,1837,2384
157318891,TMEM242,2683,2641
48257753,SSX1,1428,1555
101242454,DRP2,1628,2292
20197547,ZNF486,969,810
52405989,ZNF528,1049,992
197976691,LMLN,614,762
74398058,PGM2L1,1795,2256
52847599,PCDH8,1172,1956
67391012,TPPP3,1282,1458
65016646,SLC1A4,2118,2863
42593777,CEACAM8,1919,1767
45194266,KCTD4,1363,1355
70301994,KIF4A,2387,625
18232427,SAA4,2637,3584
20380697,ITGB8,3166,3668
27765227,CCDC25,1317,939
33710598,PXMP4,892,1260
92354172,FAT3,1004,1406
195725859,MUC20,1696,1573
162792739,HSD17B7,1956,2125
9528242,TSPY10,1392,1789
68357312,PGM5,2763,1299
23978734,SRSF10,2572,2189
94088795,HEPHL1,1363,1079
79689869,PAWR,2373,2494
43672285,EFCAB6,732,1256
,Non-Targeting_Control-N409,2768,4418
15639658,TMEM27,2543,4594
161307389,MPZ,2166,2616
37137000,EIF2AK2,1296,1697
136763910,LCN15,1527,1696
135052015,FAM127B,913,928
73597037,NPTN,1183,2498
,Non-Targeting_Control-N378,2742,3258
44934320,KIF18B,610,769
189775638,ORMDL1,2038,2686
31538290,C5orf22,2475,2006
233540671,USP40,880,1309
68521838,C8orf34,2363,3084
187484882,TFPI,539,529
42194614,GUCA1B,1702,2149
136371140,CARD9,749,783
132068511,STK26,1389,1939
50596236,FAM65C,2704,2414
67305344,CAND1,2191,3070
96115393,ADRA2B,2237,2276
,Non-Targeting_Control-N218,4622,6402
35534659,INSM2,616,656
27024190,MAPRE3,2341,2209
35666856,UPK1A,1687,1125
,Non-Targeting_Control-N135,3867,4937
63734820,ZGPAT,2231,2191
62729082,TTC9C,1285,1214
36201982,CCDC169-SOHLH2,1838,2065
106928663,CLDN2,1355,1452
7821259,SLC2A14,1600,1557
31546541,ATP6V1G2,1939,1809
241743755,D2HGDH,2761,2742
55637410,OR10P1,1648,1565
66012854,CST6,922,1003
14113149,CHCHD4,1628,120
115233891,LRCH2,902,1213
39066826,WDR48,1413,1374
103719405,TACR3,1261,1217
55798931,TGS1,887,754
42493203,KCNG3,2294,1491
97244283,EPHA6,3899,4890
41020391,SLFNL1,1475,1916
25976755,PAFAH2,2192,2913
89922243,TGIF2LX,732,1007
44485110,NUDCD3,2556,1088
50657098,ABCC3,1450,1196
151181334,ASB10,2157,2360
26841038,ADAMTS1,2699,3289
136757132,LCN8,760,628
10433867,APITD1,1727,1940
31327702,KLF13,1510,1103
15272441,FHAD1,747,774
155929340,KIAA0907,705,989
65172520,SPDYC,903,872
58543094,C17orf47,1103,1028
120330082,TMEM136,734,800
30232032,FSHB,2572,4261
26050803,SHISA2,1157,1276
72499604,TRHDE,610,574
4278820,CCND2,2851,2712
126449023,KIRREL3,2983,2699
31616344,AIF1,1920,2211
63533681,PTK6,936,1325
55615408,ZNF865,716,678
72950825,ZFHX3,870,1030
34024003,ALG10,1381,1005
,Non-Targeting_Control-N32,3030,4609
,Non-Targeting_Control-N101,2235,3166
30752205,INMT,1470,1782
30009009,DOC2A,4562,4649
12145815,ZNF625,1497,1639
75569488,POLK,518,291
29340103,DUSP4,754,712
145805905,FBXO30,949,991
31505645,MICB,1851,2043
66481788,MAP2K1,1960,3214
158766268,OR6N1,2999,3473
488864,RAB11FIP3,895,919
13877309,NANOS3,1531,1004
115581101,TMED7-TICAM2,1490,2159
45834350,SNX21,1090,1138
132217067,RAP2C,1572,1822
52867074,XAGE3,2503,1394
109585169,SEPT10,2620,2094
58417046,ZNF584,1211,1131
148840775,CPB1,1201,1451
,Non-Targeting_Control-N251,1442,1855
207165487,KLF7,1543,1846
32749790,TDRD12,961,1109
40717873,ITPKC,1937,1345
45695830,HCN1,1456,1380
50587972,ATL1,1464,1932
4809922,PLD2,1100,1286
56098123,RFX7,1304,1583
62356352,ASRGL1,1322,1477
19353354,OSR1,871,509
96204589,BLNK,786,1381
48295725,ABCA13,2494,2229
106053829,KBTBD3,3738,4436
80227905,SLC26A11,1629,2236
68836873,CCDC102B,456,874
49813275,UBA7,894,691
63802362,TMEM5,3202,4627
25678120,TUSC1,701,493
142917209,CYP11B2,768,749
32203879,CCDC28B,1520,1223
,Non-Targeting_Control-N7,2988,4622
88598229,ZC3H18,2102,789
206771035,IL10,670,821
157136853,GLRB,995,946
77735832,NUDT7,1408,1746
219634591,SLC4A3,3020,4364
107840800,MID2,2176,2641
12635958,CREBL2,1579,2564
46140013,ENPP4,1679,2058
35359254,FFAR3,966,739
32310219,GAREM,2358,1575
,Non-Targeting_Control-N296,2451,3553
137188767,SSNA1,830,897
88826069,ANKRD22,754,930
113424423,DRD2,2395,3303
31038171,STX4,1768,1779
58204834,DNASE1L3,1224,1870
64844774,JAK1,1707,2315
178961253,CCDC141,782,805
10081242,CLEC1A,931,973
66874380,MCMDC2,1368,1228
14741883,ANKH,2912,2740
21468008,TMEM191C,1447,1630
54583218,PPP1R1A,1171,1162
49420215,AMT,1975,2825
45286067,UPK3A,1466,1175
42930747,SLC2A1,2964,1061
2937839,LPIN2,1686,1494
13806946,MCUR1,1251,1361
3512473,CLUAP1,2044,1777
247451654,OR2B11,2822,3638
10049429,ANKEF1,1760,1729
37043526,FTH1P18,2107,3102
26023263,EXTL1,852,637
14131592,CD83,1876,2303
124405503,OAT,855,1227
153905841,AVPR2,3035,3321
41625688,CEACAM4,1453,1590
89709396,KIF20B,2816,3543
45327673,HPDL,1787,2344
60279764,CA8,1304,1468
24545447,IZUMO3,1377,1902
21009833,APOB,2585,2584
58504787,MTMR4,1917,2065
247672468,OR13G1,984,1121
119095241,H2AFX,1058,249
56934051,SDR9C7,344,408
47690568,RPAP3,797,42
21773248,KCNJ8,2265,1799
119485376,POGLUT1,1276,1592
32545049,DYNC1LI1,592,640
72023721,CALN1,2752,4281
101172540,NAT16,2871,4272
3121831,UBOX5,2075,2243
28352975,POLDIP2,1067,511
64282691,ESR2,1153,1835
140510079,ANKHD1-EIF4EBP3,1762,2588
127419149,MEGF10,1046,1184
25428861,RARB,586,1025
38241645,KIAA1755,736,960
7799643,TMEM261,610,778
15625626,KIAA0430,1866,1637
75690698,CSPG4,1663,1935
78602424,POU4F1,1967,1983
92534447,RBM48,1750,1765
57592294,ZXDB,2143,2230
68654880,PROKR1,1331,1693
77346396,TMED8,2154,2735
112514958,NEUROG2,992,1276
43627758,CADM4,2423,1917
24173400,REC8,705,1143
46662389,SLC25A27,2315,2974
17516182,RAD51AP2,1080,1340
20960460,NELL1,856,727
675607,TMEM18,951,1112
57099127,ZNF451,1316,2289
65979880,GUSB,1822,1846
1112258,ERC1,2134,1932
140459080,MKRN1,2336,3230
21203167,ZP2,2722,3463
29203147,MECR,1743,760
30232057,FSHB,2963,4005
23693831,RPL11,877,150
227646544,ZNF678,1019,1207
172814364,RAPGEF4,1460,2168
181367832,OR4F3,1735,384
105011635,CDCA4,1191,966
146098254,PLAC8L1,2601,2435
68122089,MYPN,1037,1370
6496033,TUBB4A,1172,1303
152356749,FLG2,851,424
1444752,MICALL2,2029,2084
89391283,SEMA4D,863,636
113769896,PLEKHS1,756,951
122511406,OR1J2,2181,2369
100948728,YWHAZ,1805,944
42762614,RAMP2,2766,3543
117268066,NOS1,1241,1173
41008883,KRTAP3-1,2615,2917
9690644,ZNF812,1207,1231
71100736,FOXO4,1249,1339
494500,TDRP,1634,2227
63977044,SAMD10,1698,1583
81112715,RASGRF2,2286,2405
3574482,HMG20B,2429,2797
113207772,IQCD,1320,1191
120931624,CT47A12,1135,1118
81195918,CEP131,1485,1842
154453402,SAP30L,2886,3860
18339653,GTF2H1,2219,455
74810245,RNF169,3007,2982
8303956,CD320,2912,2982
62006644,TAF4,2496,609
31183966,NKAIN1,1248,1198
4525136,SPNS2,977,797
22727573,IL6,985,1141
23397077,NAPB,1398,2350
74279999,CCDC33,1432,1710
37417494,C3orf35,3143,3277
120247700,COL14A1,887,803
232527423,CHRND,1586,1588
1232727,B3GALT6,1787,1571
107715934,TSC22D3,2405,2913
74909786,RPS6KL1,2945,4401
22884929,REM2,1401,1121
22875401,LRP10,1844,1995
30504600,GGCT,393,642
25446813,TMEM57,1160,1441
43838977,MAOB,2435,3123
71079885,HYDIN,1932,2353
154052965,MFAP3,2224,2566
140835699,PCDHA7,1019,959
66452077,ADHFE1,969,1246
77842593,AAMDC,1020,1236
101079115,TMEM35,2801,2699
45157840,CXorf36,1688,2386
4240454,TMEM128,1237,1521
158536864,TMEM181,2822,4131
22318298,COMMD3-BMI1,1414,1606
219207400,ZFAND2B,915,1105
1319384,CPSF3L,1053,182
30934287,ADAP2,1163,1112
130350016,CPA5,1455,1892
10710059,YBX3,2070,2211
137078050,UAP1L1,981,984
184342139,FAM131A,1520,1219
5997388,PMS2,2324,2549
96417976,ZNF367,1168,1072
49133874,FAM170B,2396,3115
193069331,TROVE2,2057,2152
42263482,CCK,2452,3131
61709398,TM2D1,1821,895
54432192,CNIH1,2111,2025
135762350,CT45A3,1369,921
54294707,WNK3,2297,2766
79734535,CMYA5,1079,864
2693789,FAM193A,2547,2409
115525267,FEM1C,1159,921
55487729,USP51,826,822
57262178,MSI2,2934,2932
157463137,NIPAL4,538,745
74417652,SEMA7A,1187,1760
15854734,LOC102724279,2051,2418
77308063,VPS13A,1705,1934
41275836,KRTAP9-7,640,554
41194104,PDZRN4,1956,2115
21031587,SLC7A4,989,814
80026754,TBX22,2205,2524
3204557,DDRGK1,1309,1432
21301235,SLCO1A2,715,1068
20556810,RNASE9,864,986
3455955,SLC22A23,977,1195
177436333,AGA,774,1103
27831449,HIST1H4K,1840,1510
118747017,IL13RA1,759,858
47943334,PNPO,2092,2952
21971187,CDKN2A,2271,2381
155508903,CNPY1,2558,4016
136984528,LCNL1,1226,1397
24134284,IL22RA1,458,416
109571689,MMAB,2908,2840
152511652,LCE5A,3231,2376
10412678,MKKS,1420,2204
11848070,CTSB,961,1324
12273191,ZNF44,1451,1879
43941584,PPY,1362,1804
22060884,CMAS,2448,3100
146515726,GPR151,659,652
112756959,CKAP2L,889,1110
93258388,CCDC132,1993,1825
144932236,ZNF16,1343,1527
7501311,C19orf45,1907,2166
30451693,MAP3K8,1005,1423
2976772,ZFY,756,1042
119923386,GSK3B,3040,4164
158788058,ESYT2,800,1225
120776221,FBXW2,1189,1266
63781125,TMEM5,1927,2033
52239108,ZFYVE9,916,979
55695547,ITGA7,2040,1527
8161712,VAMP2,416,343
75053070,KCTD2,2211,1893
122826876,DIRC2,2084,2798
30614705,GTF2E2,926,121
10927264,SYCP2L,876,1148
200504938,KCTD18,842,1303
24311165,LTB4R2,1060,1111
123694728,WASL,876,1191
214645293,CENPF,1739,1763
132142801,DDX51,2055,869
113131123,IL1RN,2637,1727
70962781,ATP6V1B1,618,599
73071841,SBSPON,1547,2288
113860078,MARCKS,626,972
100187956,DDIT4L,2050,3230
39909002,GSDMB,756,738
62570137,ZCCHC2,1674,1402
44751272,BCL3,1582,1719
4662576,PPAPDC2,1414,1632
225862835,TMEM63A,1021,1010
35906429,HRCT1,1483,1950
,Non-Targeting_Control-N839,3478,5149
114236943,ZNF80,2580,3118
104694987,OR13D1,2335,2861
108222157,IFT57,1385,1971
44987198,CLPTM1,2123,2093
15123498,ILVBL,606,416
141383684,PCDHGA7,1930,2088
,Non-Targeting_Control-N78,2144,4014
120985382,CT47A1,609,467
84062986,MRAP2,1816,2833
41381158,KRT34,698,899
112679571,ATP11AUN,2231,3949
39293910,BRWD1,2306,1951
19714108,ZNF14,1196,1564
18528563,TMEM191B,2957,3721
61490783,CDH20,1900,1857
140796107,PCDHA2,1176,759
168891029,PALLD,1734,1685
158755217,OR6K6,1600,1522
108871409,FER,635,786
109716533,FIG4,1712,2006
33152733,BBS9,1229,1206
50826885,KLK15,978,717
,Non-Targeting_Control-N283,1749,2147
26919446,PLAA,1335,1652
48879399,SLC25A20,617,426
30440536,KRTAP15-1,1721,1733
87570210,ABCB1,706,759
36141631,APOL3,2216,1966
1135135,PSMF1,1829,2020
35528171,SBSN,785,524
3690980,P2RX5,677,994
34357564,CCL13,1775,1786
114906785,HTR2C,1615,2314
149199794,CP,2535,2879
172102258,DLX2,453,423
92976643,FGD3,2337,2467
65993127,PDE4B,2179,2172
20060560,OR4L1,2432,2970
884161,CHID1,679,830
28574214,ALDOC,2933,1897
39661095,B3GALT5,527,535
79158756,REG3A,1480,2116
112286083,TECTB,808,808
70069269,PRDM14,1424,1624
7550165,TNFSF12-TNFSF13,1217,884
81908930,PCYT2,1930,1554
16130616,MYLIP,1423,2833
64913837,ATG2A,1054,881
124923403,HEPACAM,2278,2169
87639399,DAPK1,1172,1665
43943079,C11orf96,2298,1988
,Non-Targeting_Control-N191,2977,4217
44715304,CAMKMT,992,1332
83947273,TTLL7,1847,2410
70885905,PCBD1,4038,2958
102796834,KDELC1,1724,2524
231564588,TSNAX,780,1048
79899014,ST20,2388,2471
238144940,KLHL30,1034,1087
36819177,ZNF790,1253,1792
44275917,SLC3A1,1175,957
84669853,SSX2IP,1549,1996
172212147,UBTD2,915,1412
271077,RGS11,1961,1944
48099682,UPP1,1480,1421
155911533,TDO2,616,1156
233713461,UGT1A5,1230,1946
42300303,AKAP11,1011,1439
45153204,NKPD1,1996,2105
170266851,LCP2,1258,1195
52010892,GRASP,2533,2091
38774722,TLR10,999,1150
57979342,ZNF606,2285,2418
93678963,CRADD,979,1523
100127739,MBLAC1,620,702
2852699,ZNF555,574,746
21166495,IFNA21,2293,1169
104927978,SLC41A2,1297,1227
44001048,C6orf223,1120,1290
233282731,ATG16L1,2037,2676
67183580,CD180,2390,1972
75649756,SNX33,667,677
46184327,TSPAN1,1569,1709
48592722,SULT2B1,1844,2159
49336268,GAGE2B,949,1556
139455414,ECSCR,2731,2659
12669185,WDR83OS,1597,738
143436974,ARHGAP15,1558,1497
113499798,FOXD4L1,1195,1322
134309380,SLC35B4,2059,1615
110136167,AKAP2,895,936
41020258,SLFNL1,1914,2026
215086515,KCNK2,2004,2840
32599255,GOLGA8N,718,883
31592923,TTR,1262,1591
73447518,CDX4,2304,2672
119094083,KIAA1210,2158,2624
57801969,CTNND1,2232,3772
52073838,C16orf97,2252,2923
79158385,REG3A,2043,2897
1777899,ADIPOR2,1717,1896
56988975,OR5AK2,2113,2890
37256458,GHRH,1467,1603
26134009,PSMA8,772,890
89190199,GABRR1,2306,1719
,Non-Targeting_Control-N973,2029,1846
56252324,OR5T3,1052,1714
50863508,TOB1,789,584
61480161,TBX4,1625,1986
30009123,URI1,2341,1156
177051714,TBL1XR1,1468,300
12916696,SHISA9,1168,1014
170268396,LCP2,1251,1395
38267284,PPAPDC1B,1570,1821
57620358,ZNF134,3260,4158
9836466,GLP2R,2406,2364
40167208,MYRIP,1093,1594
79027750,RASGRF1,1331,1616
95148722,TMEM56,2457,3012
4860021,PLIN3,820,843
15587826,ACE2,2154,2776
238016629,UBE2F,728,1273
99557368,TRMT10A,922,447
17339129,GTPBP3,1954,691
27095581,HOXA1,924,1281
33008654,BPIFB2,910,1232
54888157,FCAR,1702,1811
16928015,CPAMD8,2703,2785
228425228,HIST3H3,794,1095
33211214,RING1,2741,1781
3270389,RFX3,2367,3247
97994501,MATN2,1458,1771
81046198,BMP3,2657,3724
