sgRNA,Gene,DLD1__Ts2.8_D0,DLD1__Ts2.8_D10
CLK2_PKc_E4_40,CLK2,641,830
CLK2_PKc_E5_67,CLK2,346,252
CLK2_PKc_E6_117.1,CLK2,912,987
CLK2_PKc_E7_167.4,CLK2,765,1219
CLK2_PKc_E9_130.3,CLK2,649,632
CLK3_PKc_E4_43.1,CLK3,1017,961
CLK3_PKc_E5_67.7,CLK3,960,858
CLK3_PKc_E6_117,CLK3,1228,1396
CLK3_PKc_E7_167.21,CLK3,482,547
CLK3_PKc_E8_95.3,CLK3,859,873
CLK3_PKc_E9_130.3,CLK3,324,337
CLK4_PKc_E4_40,CLK4,599,744
CLK4_PKc_E5_67,CLK4,1060,1513
CLK4_PKc_E6_117.3,CLK4,2048,2883
CLK4_PKc_E7_167.8,CLK4,774,1053
CLK4_PKc_E8_95.2,CLK4,939,961
CLK4_PKc_E9_130.3,CLK4,730,1025
CSF1R_PKc_E12_127.12,CSF1R,387,453
CSF1R_PKc_E13_105.8,CSF1R,319,455
CSF1R_PKc_E14_111.8,CSF1R,296,273
CSF1R_PKc_E15_163.13,CSF1R,1574,1844
CSF1R_PKc_E16_89.3,CSF1R,651,553
CSF1R_PKc_E17_98.1,CSF1R,996,1013
CSK_PKc_E10_74.8,CSK,720,823
CSK_PKc_E11_196.3,CSK,921,1035
CSK_PKc_E12_87,CSK,949,1197
CSK_PKc_E7_61.3,CSK,425,641
CSK_PKc_E8_100.1,CSK,288,318
CSK_PKc_E9_91,CSK,347,398
CSNK1A1_PKc_E1_78.2,CSNK1A1,192,8
CSNK1A1_PKc_E2_107.7,CSNK1A1,861,108
CSNK1A1_PKc_E3_127.1,CSNK1A1,494,40
CSNK1A1_PKc_E4_99.5,CSNK1A1,384,47
CSNK1A1_PKc_E5_84.1,CSNK1A1,1188,1499
CSNK1A1_PKc_E6_140.6,CSNK1A1,743,102
CSNK1D_PKc_E1_55.2,CSNK1D,620,600
CSNK1D_PKc_E1_55.3,CSNK1D,771,623
CSNK1D_PKc_E2_111.8,CSNK1D,888,1179
CSNK1D_PKc_E3_149.8,CSNK1D,422,342
CSNK1D_PKc_E4_229.12,CSNK1D,716,491
CSNK1D_PKc_E5_171.15,CSNK1D,640,474
CSNK1E_PKc_E2_55.4,CSNK1E,633,560
CSNK1E_PKc_E3_111.11,CSNK1E,671,765
CSNK1E_PKc_E4_149.4,CSNK1E,579,519
CSNK1E_PKc_E5_229.35,CSNK1E,489,641
CSNK1E_PKc_E6_171.15,CSNK1E,424,591
CSNK1E_PKc_E7_110.8,CSNK1E,359,457
CSNK1G1_PKc_E2_55.3,CSNK1G1,757,592
CSNK1G1_PKc_E3_41,CSNK1G1,1675,2174
CSNK1G1_PKc_E4_70.2,CSNK1G1,539,512
CSNK1G1_PKc_E5_152.1,CSNK1G1,760,969
CSNK1G1_PKc_E6_235.8,CSNK1G1,1074,1341
CSNK1G1_PKc_E7_86.9,CSNK1G1,145,164
CSNK1G2_PKc_E2_55.5,CSNK1G2,746,896
CSNK1G2_PKc_E3_41,CSNK1G2,629,468
CSNK1G2_PKc_E4_70.3,CSNK1G2,194,157
CSNK1G2_PKc_E5_149.15,CSNK1G2,536,487
CSNK1G2_PKc_E6_235.22,CSNK1G2,168,174
CSNK1G2_PKc_E7_86.13,CSNK1G2,371,191
CSNK1G3_PKc_E2_55.2,CSNK1G3,772,1253
CSNK1G3_PKc_E3_41,CSNK1G3,439,582
CSNK1G3_PKc_E4_70.2,CSNK1G3,405,553
CSNK1G3_PKc_E5_149.1,CSNK1G3,305,406
CSNK1G3_PKc_E6_235.1,CSNK1G3,409,443
CSNK1G3_PKc_E7_86.3,CSNK1G3,525,273
CSNK2A1_PKc_E10_102.3,CSNK2A1,456,331
CSNK2A1_PKc_E10_102.7,CSNK2A1,717,650
CSNK2A1_PKc_E11_101,CSNK2A1,549,226
CSNK2A1_PKc_E11_101.1,CSNK2A1,939,918
CSNK2A1_PKc_E12_149.5,CSNK2A1,626,674
CSNK2A2_PKc_E1_41,CSNK2A2,934,954
CSNK2A2_PKc_E2_112.4,CSNK2A2,665,592
CSNK2A2_PKc_E3_102.5,CSNK2A2,699,627
CSNK2A2_PKc_E4_51,CSNK2A2,375,436
CSNK2A2_PKc_E5_60.2,CSNK2A2,509,623
CSNK2A2_PKc_E6_84.4,CSNK2A2,490,522
DAPK1_PKc_E2_44.1,DAPK1,691,761
DAPK1_PKc_E3_222.6,DAPK1,475,629
DAPK1_PKc_E4_139.3,DAPK1,334,437
DAPK1_PKc_E5_130.11,DAPK1,560,574
DAPK1_PKc_E6_49.3,DAPK1,683,850
DAPK1_PKc_E8_153.1,DAPK1,800,1126
DAPK2_PKc_E2_44.1,DAPK2,754,985
DAPK2_PKc_E3_222.18,DAPK2,540,772
DAPK2_PKc_E4_139,DAPK2,651,706
DAPK2_PKc_E5_130.5,DAPK2,459,603
DAPK2_PKc_E6_49.1,DAPK2,1131,1374
DAPK2_PKc_E8_153.1,DAPK2,673,941
DAPK3_PKc_E2_44,DAPK3,1019,1014
DAPK3_PKc_E3_361.58,DAPK3,430,608
DAPK3_PKc_E4_130.4,DAPK3,461,434
DAPK3_PKc_E5_49,DAPK3,325,563
DAPK3_PKc_E7_153.1,DAPK3,599,818
DAPK3_PKc_E8_43,DAPK3,646,876
DCLK1_PKc_E10_120.4,DCLK1,1979,2545
DCLK1_PKc_E11_147.4,DCLK1,411,324
DCLK1_PKc_E12_134.16,DCLK1,505,478
DCLK1_PKc_E13_78.4,DCLK1,989,1412
DCLK1_PKc_E8_83.4,DCLK1,731,1373
DCLK1_PKc_E9_58,DCLK1,294,257
DCLK2_PKc_E10_120.6,DCLK2,746,1094
DCLK2_PKc_E11_147.9,DCLK2,1,1
DCLK2_PKc_E12_134.4,DCLK2,1208,1332
DCLK2_PKc_E13_78.2,DCLK2,562,654
DCLK2_PKc_E8_68.1,DCLK2,784,1077
DCLK2_PKc_E9_58.3,DCLK2,824,870
DCLK3_PKc_E2_390.28,DCLK3,829,1043
DCLK3_PKc_E2_390.6,DCLK3,961,1089
DCLK3_PKc_E3_133.3,DCLK3,435,707
DCLK3_PKc_E3_133.7,DCLK3,528,661
DCLK3_PKc_E4_168.9,DCLK3,956,858
DCLK3_PKc_E5_86.5,DCLK3,872,1170
DDR1_PKc_E12_60.4,DDR1,1121,1509
DDR1_PKc_E12_60.9,DDR1,805,956
DDR1_PKc_E13_128.2,DDR1,256,170
DDR1_PKc_E14_237.4,DDR1,1032,1300
DDR1_PKc_E15_235.2,DDR1,260,419
DDR1_PKc_E16_150.1,DDR1,1412,1538
DDR2_PKc_E14_60.8,DDR2,992,962
DDR2_PKc_E15_128.5,DDR2,738,1012
DDR2_PKc_E16_192.4,DDR2,1092,1129
DDR2_PKc_E17_235.9,DDR2,31,22
DDR2_PKc_E18_150.9,DDR2,751,675
DDR2_PKc_E19_120.5,DDR2,425,766
DMPK_PKc_E1_48.3,DMPK,649,778
DMPK_PKc_E2_84.9,DMPK,697,663
DMPK_PKc_E3_96.8,DMPK,248,129
DMPK_PKc_E4_149.4,DMPK,687,1035
DMPK_PKc_E5_94.11,DMPK,687,878
DMPK_PKc_E6_207.24,DMPK,591,615
DSTYK_PKc_E10_114.7,DSTYK,962,1209
DSTYK_PKc_E11_115.6,DSTYK,669,817
DSTYK_PKc_E12_135,DSTYK,606,637
DSTYK_PKc_E13_134.19,DSTYK,1462,1613
DSTYK_PKc_E8_155.7,DSTYK,447,563
DSTYK_PKc_E9_133,DSTYK,811,1205
DYRK1A_PKc_E4_75.3,DYRK1A,759,471
DYRK1A_PKc_E5_148,DYRK1A,525,384
DYRK1A_PKc_E6_287.15,DYRK1A,608,528
DYRK1A_PKc_E7_147.1,DYRK1A,697,634
DYRK1A_PKc_E8_141.1,DYRK1A,220,230
DYRK1A_PKc_E9_213.21,DYRK1A,302,198
DYRK1B_PKc_E4_84,DYRK1B,1115,1274
DYRK1B_PKc_E5_148.7,DYRK1B,485,443
DYRK1B_PKc_E6_287.28,DYRK1B,546,544
DYRK1B_PKc_E7_147.3,DYRK1B,614,782
DYRK1B_PKc_E8_141,DYRK1B,757,567
DYRK1B_PKc_E9_213.48,DYRK1B,447,588
DYRK2_PKc_E3_1140.113,DYRK2,423,543
DYRK2_PKc_E3_1140.126,DYRK2,149,127
DYRK2_PKc_E3_1140.134,DYRK2,301,414
DYRK2_PKc_E3_1140.135,DYRK2,269,342
DYRK2_PKc_E3_1140.32,DYRK2,677,1030
DYRK2_PKc_E3_1140.73,DYRK2,473,492
DYRK3_PKc_E3_1140.11,DYRK3,1294,1795
DYRK3_PKc_E3_1140.115,DYRK3,408,496
DYRK3_PKc_E3_1140.119,DYRK3,331,305
DYRK3_PKc_E3_1140.128,DYRK3,375,679
DYRK3_PKc_E3_1140.22,DYRK3,413,555
DYRK3_PKc_E3_1140.67,DYRK3,674,922
DYRK4_PKc_E4_105.4,DYRK4,641,651
DYRK4_PKc_E5_137,DYRK4,723,1042
DYRK4_PKc_E6_141.7,DYRK4,1317,1709
DYRK4_PKc_E7_139.3,DYRK4,550,741
DYRK4_PKc_E8_82.5,DYRK4,725,714
DYRK4_PKc_E9_173.37,DYRK4,272,376
EEF2K_PKc_E4_48,EEF2K,368,396
EEF2K_PKc_E5_38.5,EEF2K,647,818
EEF2K_PKc_E6_172.2,EEF2K,681,694
EEF2K_PKc_E7_150.5,EEF2K,706,896
EEF2K_PKc_E8_133,EEF2K,582,758
EEF2K_PKc_E9_53.1,EEF2K,477,321
EGFR_PKc_E18_75.5,EGFR,1547,1219
EGFR_PKc_E19_99,EGFR,651,590
EGFR_PKc_E20_186.28,EGFR,1289,1145
EGFR_PKc_E21_156,EGFR,697,649
EGFR_PKc_E22_76.2,EGFR,475,261
EGFR_PKc_E23_147.18,EGFR,671,601
EIF2AK1_PKc_E10_112.5,EIF2AK1,535,686
EIF2AK1_PKc_E5_72.4,EIF2AK1,285,152
EIF2AK1_PKc_E6_81.2,EIF2AK1,819,1019
EIF2AK1_PKc_E7_100.3,EIF2AK1,512,613
EIF2AK1_PKc_E8_61.1,EIF2AK1,500,649
EIF2AK1_PKc_E9_328.3,EIF2AK1,614,406
EIF2AK2_PKc_E11_123.3,EIF2AK2,1184,1247
EIF2AK2_PKc_E12_159.6,EIF2AK2,760,1008
EIF2AK2_PKc_E13_181.3,EIF2AK2,600,877
EIF2AK2_PKc_E14_129.3,EIF2AK2,666,923
EIF2AK2_PKc_E15_102.3,EIF2AK2,766,661
EIF2AK2_PKc_E16_54.1,EIF2AK2,564,559
EIF2AK3_PKc_E11_123.1,EIF2AK3,518,916
EIF2AK3_PKc_E12_103.6,EIF2AK3,219,426
EIF2AK3_PKc_E13_201.3,EIF2AK3,649,2038
EIF2AK3_PKc_E14_168.13,EIF2AK3,915,2191
EIF2AK3_PKc_E15_102.3,EIF2AK3,784,2036
EIF2AK3_PKc_E16_63.2,EIF2AK3,1050,2322
EIF2AK4_PKc_E10_107.3,EIF2AK4,662,842
EIF2AK4_PKc_E10_107.8,EIF2AK4,870,1292
EIF2AK4_PKc_E8_123.1,EIF2AK4,682,240
EIF2AK4_PKc_E8_123.3,EIF2AK4,673,618
EIF2AK4_PKc_E9_536.1,EIF2AK4,1249,416
EIF2AK4_PKc_E9_536.41,EIF2AK4,551,188
EIF2AK4_PKc2_E12_431.72,EIF2AK4,429,192
EIF2AK4_PKc2_E13_70,EIF2AK4,669,381
EIF2AK4_PKc2_E14_84.1,EIF2AK4,1016,619
EIF2AK4_PKc2_E15_123.2,EIF2AK4,621,332
EIF2AK4_PKc2_E16_105.6,EIF2AK4,512,302
EIF2AK4_PKc2_E17_55,EIF2AK4,782,359
EPHA1_PKc_E11_43.2,EPHA1,371,526
EPHA1_PKc_E12_186.1,EPHA1,321,304
EPHA1_PKc_E13_62.2,EPHA1,323,335
EPHA1_PKc_E14_207.8,EPHA1,671,860
EPHA1_PKc_E15_150.26,EPHA1,1064,1161
EPHA1_PKc_E16_150.6,EPHA1,442,600
EPHA10_PKc_E10_46,EPHA10,496,609
EPHA10_PKc_E11_186.3,EPHA10,284,401
EPHA10_PKc_E12_62.1,EPHA10,1138,1188
EPHA10_PKc_E13_204.12,EPHA10,844,941
EPHA10_PKc_E14_150.23,EPHA10,771,726
EPHA10_PKc_E15_150.3,EPHA10,440,679
EPHA2_PKc_E11_189.12,EPHA2,654,651
EPHA2_PKc_E11_189.15,EPHA2,1083,1282
EPHA2_PKc_E12_62,EPHA2,834,989
EPHA2_PKc_E12_62.7,EPHA2,1088,1061
EPHA2_PKc_E13_210.12,EPHA2,537,531
EPHA2_PKc_E13_210.8,EPHA2,829,608
EPHA3_PKc_E10_43.1,EPHA3,354,357
EPHA3_PKc_E11_186.8,EPHA3,602,710
EPHA3_PKc_E12_62.2,EPHA3,1144,975
EPHA3_PKc_E13_210.12,EPHA3,848,1257
EPHA3_PKc_E14_150.14,EPHA3,785,772
EPHA3_PKc_E15_150.1,EPHA3,1909,2393
EPHA4_PKc_E11_43.1,EPHA4,638,902
EPHA4_PKc_E12_186.13,EPHA4,758,1028
EPHA4_PKc_E13_62.3,EPHA4,750,923
EPHA4_PKc_E14_210.8,EPHA4,580,734
EPHA4_PKc_E15_150.7,EPHA4,321,451
EPHA4_PKc_E16_150.16,EPHA4,905,1286
EPHA5_PKc_E11_43,EPHA5,767,916
EPHA5_PKc_E12_186.6,EPHA5,1081,1208
EPHA5_PKc_E13_62.2,EPHA5,1646,1825
EPHA5_PKc_E14_210.8,EPHA5,987,1268
EPHA5_PKc_E15_150.7,EPHA5,748,771
EPHA5_PKc_E16_150,EPHA5,320,445
EPHA6_PKc_E10_43,EPHA6,755,704
EPHA6_PKc_E11_186.1,EPHA6,739,1098
EPHA6_PKc_E12_126.26,EPHA6,1294,1717
EPHA6_PKc_E13_62.4,EPHA6,839,1126
EPHA6_PKc_E15_150.1,EPHA6,469,512
EPHA6_PKc_E16_150.9,EPHA6,891,884
EPHA7_PKc_E10_43,EPHA7,594,910
EPHA7_PKc_E11_186.8,EPHA7,1054,1419
EPHA7_PKc_E12_62.2,EPHA7,560,713
EPHA7_PKc_E13_210.13,EPHA7,450,491
EPHA7_PKc_E14_150.12,EPHA7,733,663
EPHA7_PKc_E15_150.1,EPHA7,547,680
EPHA8_PKc_E11_186.28,EPHA8,457,567
EPHA8_PKc_E11_186.31,EPHA8,227,325
EPHA8_PKc_E12_62.2,EPHA8,322,413
EPHA8_PKc_E13_210.35,EPHA8,1526,1861
EPHA8_PKc_E14_150.21,EPHA8,771,343
EPHA8_PKc_E15_150.4,EPHA8,855,920
EPHB1_PKc_E10_43,EPHB1,521,735
EPHB1_PKc_E10_43.1,EPHB1,571,775
EPHB1_PKc_E11_248.3,EPHB1,845,1048
EPHB1_PKc_E12_216.9,EPHB1,499,683
EPHB1_PKc_E13_150.12,EPHB1,444,477
EPHB1_PKc_E14_150.11,EPHB1,621,636
EPHB2_PKc_E10_43.1,EPHB2,299,425
EPHB2_PKc_E10_43.2,EPHB2,1073,1727
EPHB2_PKc_E11_248.3,EPHB2,428,459
EPHB2_PKc_E12_216.6,EPHB2,411,391
EPHB2_PKc_E13_150.22,EPHB2,765,739
EPHB2_PKc_E14_150.11,EPHB2,444,657
EPHB3_PKc_E10_43.2,EPHB3,598,741
EPHB3_PKc_E10_43.3,EPHB3,1263,1322
EPHB3_PKc_E11_248.16,EPHB3,843,1064
EPHB3_PKc_E12_216.7,EPHB3,666,819
EPHB3_PKc_E13_150.1,EPHB3,627,577
EPHB3_PKc_E14_150.8,EPHB3,205,224
EPHB4_PKc_E11_43,EPHB4,903,1385
EPHB4_PKc_E11_43.2,EPHB4,758,582
EPHB4_PKc_E12_248.35,EPHB4,185,314
EPHB4_PKc_E13_216.23,EPHB4,867,855
EPHB4_PKc_E14_150.2,EPHB4,1202,1422
EPHB4_PKc_E15_150.34,EPHB4,1539,1350
EPHB6_PKc_E11_43.3,EPHB6,1040,1208
EPHB6_PKc_E11_43.4,EPHB6,549,840
EPHB6_PKc_E12_248.1,EPHB6,560,737
EPHB6_PKc_E13_174.1,EPHB6,537,712
EPHB6_PKc_E14_150,EPHB6,651,769
EPHB6_PKc_E15_150.12,EPHB6,210,304
ERBB2_PKc_E18_75.5,ERBB2,1081,1365
ERBB2_PKc_E19_99.8,ERBB2,1420,2031
ERBB2_PKc_E20_186.2,ERBB2,459,362
ERBB2_PKc_E21_156.2,ERBB2,527,483
ERBB2_PKc_E22_76.9,ERBB2,416,244
ERBB2_PKc_E23_147.4,ERBB2,777,895
ERBB3_PKc_E18_75.4,ERBB3,375,665
ERBB3_PKc_E19_99.4,ERBB3,419,391
ERBB3_PKc_E20_186.13,ERBB3,995,1073
ERBB3_PKc_E21_156.15,ERBB3,278,220
ERBB3_PKc_E22_76.7,ERBB3,991,1039
ERBB3_PKc_E23_147.5,ERBB3,772,783
ERBB4_PKc_E17_54,ERBB4,357,388
ERBB4_PKc_E18_123.8,ERBB4,915,1316
ERBB4_PKc_E19_99.2,ERBB4,480,583
ERBB4_PKc_E20_186.2,ERBB4,1170,1465
ERBB4_PKc_E21_156.2,ERBB4,886,1231
ERBB4_PKc_E22_76.2,ERBB4,728,1255
ERN1_PKc_E14_62,ERN1,700,970
ERN1_PKc_E15_190,ERN1,658,611
ERN1_PKc_E16_100.1,ERN1,923,1241
ERN1_PKc_E17_200.6,ERN1,625,591
ERN1_PKc_E18_148.14,ERN1,625,790
ERN1_PKc_E19_98.5,ERN1,274,261
FASTK_PKc_E5_201.19,FASTK,1496,1716
FASTK_PKc_E5_201.31,FASTK,1016,1175
FASTK_PKc_E6_143.1,FASTK,450,511
FASTK_PKc_E6_143.9,FASTK,1205,1168
FASTK_PKc_E7_92.8,FASTK,7,17
FASTK_PKc_E8_41.2,FASTK,552,578
FER_PKc_E14_27,FER,618,781
FER_PKc_E15_116.2,FER,792,1091
FER_PKc_E16_95.3,FER,736,766
FER_PKc_E17_124.2,FER,760,1154
FER_PKc_E18_155.1,FER,1276,1393
FER_PKc_E19_123.7,FER,634,605
FES_PKc_E13_27,FES,853,1296
FES_PKc_E14_119.13,FES,1010,933
FES_PKc_E15_95.7,FES,1106,1201
FES_PKc_E16_124.2,FES,717,792
FES_PKc_E17_158.5,FES,423,554
FES_PKc_E18_123.23,FES,415,457
FGFR1_PKc_E10_41,FGFR1,356,469
FGFR1_PKc_E11_122.18,FGFR1,837,856
FGFR1_PKc_E12_111.7,FGFR1,1583,1455
FGFR1_PKc_E13_191.13,FGFR1,808,677
FGFR1_PKc_E14_123.7,FGFR1,448,600
FGFR1_PKc_E15_71.2,FGFR1,781,941
FGFR2_PKc_E10_74.6,FGFR2,554,681
FGFR2_PKc_E11_122.16,FGFR2,967,1400
FGFR2_PKc_E12_111.5,FGFR2,863,877
FGFR2_PKc_E13_191.1,FGFR2,990,1346
FGFR2_PKc_E14_123.2,FGFR2,310,266
FGFR2_PKc_E15_71.1,FGFR2,312,455
FGFR3_PKc_E10_38.6,FGFR3,515,485
FGFR3_PKc_E11_122.16,FGFR3,173,196
FGFR3_PKc_E12_111.1,FGFR3,443,750
FGFR3_PKc_E13_191.41,FGFR3,592,454
FGFR3_PKc_E14_123.8,FGFR3,325,299
FGFR3_PKc_E15_71.4,FGFR3,154,154
FGFR4_PKc_E10_38.3,FGFR4,668,741
FGFR4_PKc_E11_122.18,FGFR4,490,632
FGFR4_PKc_E12_111.3,FGFR4,852,800
FGFR4_PKc_E13_191.1,FGFR4,779,852
FGFR4_PKc_E14_123.9,FGFR4,592,637
FGFR4_PKc_E15_71.5,FGFR4,1,1
FGR_PKc_E10_77.7,FGR,1436,1370
FGR_PKc_E11_154.11,FGR,739,791
FGR_PKc_E12_132.2,FGR,349,369
FGR_PKc_E13_161.22,FGR,673,640
FGR_PKc_E8_52,FGR,533,734
FGR_PKc_E9_180.14,FGR,232,200
FLT1_PKc_E17_34,FLT1,692,818
FLT1_PKc_E18_105.4,FLT1,1349,1813
FLT1_PKc_E19_114.1,FLT1,545,721
FLT1_PKc_E20_89.2,FLT1,1325,1730
FLT1_PKc_E21_157.4,FLT1,424,440
FLT1_PKc_E22_98,FLT1,1213,1009
FLT3_PKc_E14_124.1,FLT3,677,620
FLT3_PKc_E15_105.1,FLT3,1089,1026
FLT3_PKc_E16_111.8,FLT3,739,731
FLT3_PKc_E17_154.5,FLT3,1463,1987
FLT3_PKc_E18_83.1,FLT3,1156,1122
FLT3_PKc_E19_128.4,FLT3,1364,1766
FLT4_PKc_E17_34,FLT4,79,78
FLT4_PKc_E18_105,FLT4,552,580
FLT4_PKc_E19_114.12,FLT4,500,602
FLT4_PKc_E20_89.4,FLT4,762,1015
FLT4_PKc_E21_151.21,FLT4,416,387
FLT4_PKc_E22_95,FLT4,400,307
FRK_PKc_E4_127.1,FRK,595,516
FRK_PKc_E4_127.4,FRK,294,279
FRK_PKc_E5_159.6,FRK,731,1110
FRK_PKc_E6_182.11,FRK,412,455
FRK_PKc_E7_166.2,FRK,484,655
FRK_PKc_E8_176.6,FRK,1004,1284
FYN_PKc_E10_180.5,FYN,736,641
FYN_PKc_E11_77.4,FYN,1143,1316
FYN_PKc_E12_154.5,FYN,880,1014
FYN_PKc_E13_132.11,FYN,511,530
FYN_PKc_E14_197.11,FYN,501,575
FYN_PKc_E9_82.12,FYN,1064,1101
GAK_PKc_E1_31,GAK,400,201
GAK_PKc_E2_62.2,GAK,393,353
GAK_PKc_E3_60,GAK,838,512
GAK_PKc_E4_115.1,GAK,178,140
GAK_PKc_E5_143.15,GAK,498,112
GAK_PKc_E6_126.13,GAK,355,167
GCK_PKc_E2_163.12,GCK,364,285
GCK_PKc_E3_155.17,GCK,838,1138
GCK_PKc_E4_120.4,GCK,942,1328
GCK_PKc_E5_96.1,GCK,359,360
GCK_PKc_E6_100.5,GCK,837,902
GCK_PKc_E7_184.12,GCK,1100,999
GRK4_PKc_E10_38,GRK4,685,442
GRK4_PKc_E11_90.8,GRK4,452,655
GRK4_PKc_E12_209.1,GRK4,694,799
GRK4_PKc_E7_45.3,GRK4,683,811
GRK4_PKc_E8_141.7,GRK4,496,645
GRK4_PKc_E9_191.15,GRK4,1005,1037
GRK5_PKc_E10_38,GRK5,115,91
GRK5_PKc_E11_90.14,GRK5,549,737
GRK5_PKc_E12_209.8,GRK5,706,1120
GRK5_PKc_E7_51,GRK5,1187,1359
GRK5_PKc_E8_141.16,GRK5,768,978
GRK5_PKc_E9_191,GRK5,1021,1683
GRK6_PKc_E10_38,GRK6,1082,1327
GRK6_PKc_E11_90.3,GRK6,860,1274
GRK6_PKc_E12_209.29,GRK6,924,1001
GRK6_PKc_E7_45,GRK6,326,374
GRK6_PKc_E8_141.5,GRK6,265,434
GRK6_PKc_E9_191.22,GRK6,441,401
GSG2_PKc_E1_1371.11,GSG2,232,271
GSG2_PKc_E1_1371.119,GSG2,679,780
GSG2_PKc_E1_1371.166,GSG2,472,586
GSG2_PKc_E1_1371.55,GSG2,991,970
GSG2_PKc_E1_1371.87,GSG2,795,852
GSG2_PKc_E1_1371.9,GSG2,681,475
GSK3A_PKc_E2_132.5,GSK3A,417,453
GSK3A_PKc_E3_84,GSK3A,306,344
GSK3A_PKc_E4_111.4,GSK3A,699,658
GSK3A_PKc_E5_131.14,GSK3A,367,360
GSK3A_PKc_E6_107.2,GSK3A,1389,1845
GSK3A_PKc_E7_98.2,GSK3A,697,531
GSK3B_PKc_E2_132.6,GSK3B,553,700
GSK3B_PKc_E3_84.2,GSK3B,823,864
GSK3B_PKc_E4_111.3,GSK3B,1101,1264
GSK3B_PKc_E5_131.8,GSK3B,648,609
GSK3B_PKc_E6_107.2,GSK3B,903,987
GSK3B_PKc_E7_98.9,GSK3B,1093,1341
GUCY2D_PKc_E10_157.1,GUCY2D,416,408
GUCY2D_PKc_E11_150.8,GUCY2D,382,412
GUCY2D_PKc_E12_149.8,GUCY2D,653,944
GUCY2D_PKc_E7_63.1,GUCY2D,1847,1935
GUCY2D_PKc_E8_81.5,GUCY2D,503,554
GUCY2D_PKc_E9_207.18,GUCY2D,520,759
GUCY2F_PKc_E10_157.3,GUCY2F,342,521
GUCY2F_PKc_E11_150.7,GUCY2F,554,1118
GUCY2F_PKc_E12_149.12,GUCY2F,1,1
GUCY2F_PKc_E7_69,GUCY2F,1703,2566
GUCY2F_PKc_E8_90,GUCY2F,329,247
GUCY2F_PKc_E9_177.5,GUCY2F,332,472
HCK_PKc_E10_77.2,HCK,1478,1692
HCK_PKc_E11_154.1,HCK,606,650
HCK_PKc_E12_132.7,HCK,1,1
HCK_PKc_E13_194.6,HCK,522,514
HCK_PKc_E8_76.11,HCK,558,681
HCK_PKc_E9_180.11,HCK,534,526
HIPK1_PKc_E2_557.19,HIPK1,921,743
HIPK1_PKc_E2_557.27,HIPK1,132,75
HIPK1_PKc_E3_124.1,HIPK1,342,235
HIPK1_PKc_E4_120.6,HIPK1,484,708
HIPK1_PKc_E5_87.3,HIPK1,542,600
HIPK1_PKc_E6_177.4,HIPK1,1842,1960
HIPK2_PKc_E2_557.17,HIPK2,573,714
HIPK2_PKc_E2_557.57,HIPK2,690,705
HIPK2_PKc_E3_124.7,HIPK2,666,740
HIPK2_PKc_E4_120.8,HIPK2,584,678
HIPK2_PKc_E5_87.4,HIPK2,998,1153
HIPK2_PKc_E6_177.13,HIPK2,743,997
HIPK3_PKc_E2_512.3,HIPK3,549,671
HIPK3_PKc_E2_512.3,HIPK3,289,594
HIPK3_PKc_E3_124.5,HIPK3,761,844
HIPK3_PKc_E4_120.1,HIPK3,325,384
HIPK3_PKc_E5_87.1,HIPK3,601,882
HIPK3_PKc_E6_147.2,HIPK3,875,796
HIPK4_PKc_E1_435.51,HIPK4,548,647
HIPK4_PKc_E1_435.67,HIPK4,538,549
HIPK4_PKc_E2_357.17,HIPK4,104,72
HIPK4_PKc_E2_357.2,HIPK4,1003,887
HIPK4_PKc_E3_219.24,HIPK4,747,725
HIPK4_PKc_E3_219.28,HIPK4,1354,1657
HUNK_PKc_E1_90,HUNK,772,1061
HUNK_PKc_E1_90.6,HUNK,796,1187
HUNK_PKc_E2_293.25,HUNK,478,541
HUNK_PKc_E4_136.17,HUNK,1,1
HUNK_PKc_E5_128.3,HUNK,863,1053
HUNK_PKc_E6_86.5,HUNK,681,834
ICK_PKc_E3_92.5,ICK,111,112
ICK_PKc_E4_55.5,ICK,263,270
ICK_PKc_E5_122.2,ICK,795,1385
ICK_PKc_E6_80.2,ICK,442,611
ICK_PKc_E7_133.9,ICK,534,687
ICK_PKc_E8_172.2,ICK,1308,1978
IGF1R_PKc_E16_213.16,IGF1R,1264,1385
IGF1R_PKc_E17_111.7,IGF1R,581,575
IGF1R_PKc_E18_160.13,IGF1R,820,926
IGF1R_PKc_E19_130.1,IGF1R,523,407
IGF1R_PKc_E20_135.11,IGF1R,647,558
IGF1R_PKc_E21_82,IGF1R,534,688
IKBKB_PKc_E2_63.1,IKBKB,565,675
IKBKB_PKc_E3_95.11,IKBKB,976,1427
IKBKB_PKc_E4_118.23,IKBKB,1620,1965
IKBKB_PKc_E5_70.3,IKBKB,644,830
IKBKB_PKc_E6_89.7,IKBKB,202,343
IKBKB_PKc_E7_90.7,IKBKB,356,567
IKBKE_PKc_E3_63.7,IKBKE,1,1
IKBKE_PKc_E4_141.9,IKBKE,973,1128
IKBKE_PKc_E5_130.2,IKBKE,875,1088
IKBKE_PKc_E6_182.18,IKBKE,775,1115
IKBKE_PKc_E7_161.24,IKBKE,313,482
IKBKE_PKc_E8_111.2,IKBKE,574,647
ILK_PKc_E10_122.7,ILK,543,617
ILK_PKc_E11_100,ILK,575,372
ILK_PKc_E12_131.6,ILK,348,111
ILK_PKc_E13_138.3,ILK,433,447
