sgRNA	Gene	Cont1.initial	Cont1.final
207067659	PFKFB2	1910	2438
198529158	ATP6V1G3	2427	2628
45175976	PI3	1134	1451
25727012	HIST1H2BA	917	944
30690908	NRM	653	757
15422988	SNAPC3	594	285
9997196	CLEC1B	972	1062
65627237	ARMC1	2187	2051
24666778	TDP2	702	671
90972882	EPYC	2443	2470
43354355	CD177	760	889
3015935	CLDN6	1422	809
163350494	NPY5R	2020	2314
123662178	LMOD2	845	970
12570232	MKRN2	1132	881
212836053	SPATA45	1927	2018
187197648	RTP1	1107	1354
50858048	KLK3	1413	1534
109166953	ACACB	943	1136
12987181	HEBP1	2105	1834
44717258	GNPDA2	1592	1633
69647180	UGT2A1	3039	3583
100219093	CHUK	1967	1695
37223251	CEBPZ	1197	198
56442630	ZNF667	1754	2020
53273929	SCFD2	2141	1952
42756774	CHRNA6	1900	1671
149946427	ULBP2	2603	2068
32530170	HLA-DRB5	1750	2788
30166531	CLDN17	1107	1022
26208483	CBX3	810	855
5254486	HBG2	1357	1425
49059028	TRIM64C	1828	2140
111112331	PVRL3	1332	1482
28049684	FLT3	3335	3433
102381671	IL18R1	1294	1661
98901884	EIF4E	2184	913
166860279	TADA1	3202	2617
73815753	C2orf78	2060	1755
142255295	PRSS58	808	894
31722688	ZNF720	622	794
108514607	PNPLA8	830	639
70145775	RTTN	2768	1171
15486868	PSIP1	2570	2956
50269164	L2HGDH	450	361
112336117	ZNF277	1830	1734
51689301	SCG3	2610	2953
29149203	MAP3K7CL	1042	1086
196677357	CCDC150	1200	1668
152721997	MYCT1	2048	2539
17010317	PLCL2	1058	1177
156678526	TIPARP	2613	3217
3637564	COLEC11	1080	925
137613629	ARRDC1	581	421
103143394	CENPE	1659	1368
31410768	MICA	726	861
236235829	ERO1LB	2763	2271
32490321	LSM5	1080	40
127724357	TTC16	2554	2802
151251566	RBM43	1043	661
88472498	HERC5	1003	1322
38859562	RRAGC	380	227
37540621	SNIP1	2856	2890
67912848	BPTF	1543	719
12133729	ZNF20	1439	1261
100913549	ARHGAP42	951	948
88121032	CEP290	1972	2243
135271803	ZRANB3	1792	1811
229297545	RAB4A	2180	1903
33276062	RPS18	857	276
152652554	GABRQ	1965	2273
55819955	OR5D18	2801	3075
68188590	PPP3R1	1296	1055
12527657	ZNF564	2394	2451
91078564	OTUD6B	1865	1929
42214125	MRPS10	2778	1910
118979170	FOXR1	1810	1784
37139633	EIF2AK2	2496	2802
87613910	DSPP	946	1077
53065941	ITGA2	708	807
154744742	LRAT	508	438
71699676	EIF4E3	1357	1694
132337456	ACPP	1370	1409
67055220	CACNG1	1070	1589
55794381	BMP5	2482	2828
82271736	SAXO2	393	491
50750076	CYLD	1217	1166
20765473	HP1BP3	750	925
17200595	XYLT1	241	166
73405753	DDX43	1035	1076
49349154	DNAJC22	651	1074
41378413	TMEM91	1226	1282
184116899	ENPP6	682	859
176969243	UIMC1	2681	2038
67302114	MPP5	648	655
126811853	LMNB1	889	930
51895225	MAGED1	889	1128
31593005	TTR	1546	2022
109087853	TRHR	1909	2240
25603877	MRPL39	957	414
59149587	SEC11C	481	424
40532510	ZNF621	2116	2874
43899577	ST3GAL3	624	513
184477584	C1orf21	1323	1431
39345211	HMGN1	772	374
38016116	SHB	1312	1215
182666953	RGS8	1503	1588
62984438	SLC22A6	1377	1208
157804055	FCRL1	1159	1298
1155518	ZFAND2A	1205	1419
18950779	SAXO1	1269	1876
4408237	CORO7-PAM16	777	420
56594601	NOG	2090	1885
62126346	LSM14B	1699	1600
149933639	CXorf40B	845	815
80442643	FAM46D	736	1262
124648071	SIAE	1000	1129
75024997	KAT6B	391	429
100566561	PDCL3	701	1042
10986314	TAS2R50	964	889
30053709	EFCAB5	1414	1819
23522370	PRDM9	1801	2243
20006703	ZNF682	2481	2717
79744520	CTNNA2	675	609
1916771	CALML6	892	1087
27748267	CCDC25	760	1244
75424184	POM121C	2686	2725
70587127	TRAM1	2307	2626
43364373	ELOVL1	668	673
140784322	CDR1	1000	1274
11974100	DEFB136	690	923
40792560	SLC25A17	650	610
183297155	MCF2L2	872	1035
69097211	SRGN	963	1156
43655671	RSPH9	563	501
38760469	PSMB3	1229	217
15949276	OR10H4	610	854
233034369	NEU2	761	992
77453843	WDR41	334	202
152991176	PNMA5	2843	2734
42487168	ATP6V0A1	2627	2011
49118998	C19orf73	1024	1146
30741649	FLOT1	2407	2415
11806245	ZNF491	2676	3321
96737964	LMAN2L	792	707
18638672	TBC1D28	1786	1231
5147121	USP6	1733	1859
102883629	FBXL13	883	1022
45634419	EML2	1545	1353
55523461	XKR4	780	888
53290253	BIRC8	1852	1532
64616264	CYP7B1	1084	1122
131169189	AKAP7	1750	1975
26637276	TBC1D19	991	1218
180792323	MGAT1	2112	1790
57668053	LOC100505549	2395	2472
24557713	SNRPD3	1078	202
61241882	PGA5	718	833
101034737	SFXN3	700	1103
66636527	CMTM4	1349	1488
17010145	PLCL2	1007	1109
122412665	HSF2	903	504
169421933	CCDC181	978	905
149186634	CP	1843	1765
106206681	MUM1L1	3014	3048
30547453	GNL1	1286	1406
102873128	AS3MT	1072	1161
102603025	ARMCX5	1061	1141
67656509	VTI1B	2107	1878
70350601	DDX19A	1942	1788
147201344	FMO5	703	705
96405236	TLL2	692	1044
95849824	MTMR2	1206	1256
76452541	CNTNAP4	578	682
22488552	ZNF280B	1352	1253
34103393	PGBD4	2020	2607
42816666	BMS1	959	279
130956215	EPB41L2	970	1011
128907769	LRRC8A	1122	1157
57600343	PIP4K2C	832	1064
60471440	C14orf39	1433	1707
51378372	INTS6	1738	1600
18587983	CDKL5	1394	1349
133208572	OBP2B	1401	920
62139149	PSMA7	1783	384
134234978	VPS26B	367	303
74314709	ADK	2493	2452
47368225	ZNF488	741	883
244054236	ZBTB18	1445	1141
219635468	SLC4A3	2630	2562
48040888	ZBTB7C	2152	1701
22514811	ZNF280A	2513	2142
119845203	UPF3B	1601	1151
52515478	XAGE1E	884	716
91436000	PABPC5	2509	2048
20006948	ZNF682	1136	1384
9611119	ZNF561	625	614
161689665	GABRA6	1660	1625
13165187	HNRNPCL4	405	371
151213774	P2RY14	738	767
137253616	PTN	1950	2537
101764515	GNPTAB	980	884
49619025	RPL36AL	2233	646
50134015	MOV10L1	1308	1671
64831530	ZNF138	2061	2314
20820378	FOCAD	2539	2139
38908682	FAM114A1	1128	1182
1042689	IDI1	433	357
24596386	KIAA0319	662	581
37936869	TMCO5A	2382	2342
115777229	DPP10	2068	2237
35997862	SLC26A8	1179	951
53269496	ESPL1	2373	541
6599894	C7orf26	1969	753
151458499	ARMT1	1337	1147
122662230	OR1L1	919	797
42426329	LIPE	2785	2598
113747581	ZW10	2543	2438
31145690	HSPH1	928	839
50308723	CCNB3	2038	1715
122750365	OR1L6	1206	1186
82406449	OGFOD3	576	527
29374993	OR12D3	369	299
24321692	SPECC1L	945	660
10938826	TAS2R14	1663	2289
46651597	RPL10L	558	836
197380	SLC6A12	875	957
73079013	PABPC1L2A	1454	1541
8891540	MFHAS1	2188	2224
5534897	PDCD1LG2	1343	1835
98045026	RPL30	1170	226
45206110	ZSWIM5	1579	1230
118407011	WDR44	2321	2163
182057462	ZNF648	439	625
14085385	C19orf67	722	764
2236939	DNASE1L2	680	793
9263661	USP17L21	917	1312
139042746	ABRACL	1754	1858
33097276	RP9	1212	1167
49482947	SETDB2	1210	1217
33587286	FAM98A	2236	1792
98996990	COL15A1	1518	2148
160716729	PLG	901	948
241998781	MAP1LC3C	755	980
132864319	GDF9	742	939
63895307	SERPINB2	1860	2287
69370578	TERF2	2134	847
87245569	ZNF292	2139	1991
35826770	AGO4	1076	853
47155141	SAE1	2438	2451
86272087	ISCA1	1001	376
123510017	IQUB	610	694
18318379	NPIPA8	1057	317
99494243	ZNF394	2699	2543
10633991	STYK1	1192	1574
111616338	SIK2	1123	1380
81854473	PLCG2	1039	827
9849433	TAF1B	1222	282
154221304	IPCEF1	1180	1790
98626467	IKBIP	2683	2902
71676591	PHLPP2	880	1206
115237895	PGGT1B	1490	1234
123231454	C8orf76	1140	975
99065043	TSGA10	772	692
87811393	IBSP	2854	3289
56496796	GCNT7	1598	1839
207068217	PFKFB2	1727	2026
20159213	DBX1	1996	2364
25307816	NUPL1	971	117
64954771	C11orf85	878	631
118154478	SLC35F1	1892	2596
56995589	SCPEP1	2007	1835
69571357	FRS2	938	1128
NA	Non-Targeting_Control-N16	2871	3257
43549322	THADA	2384	1847
7783104	KIN	2459	2768
54263693	PDGFRA	1454	1639
16501295	C19orf44	1131	1110
28305728	CCDC91	859	592
33312157	A3GALT2	1130	1427
48081697	MED4	1498	670
16158791	NCOR1	1003	804
160841602	CD244	1446	1583
1239775	SNTG2	918	1131
130214406	SAMD3	2889	2938
141393783	PCDHGA8	2096	2212
NA	Non-Targeting_Control-N17	3182	3032
63624073	DPY19L2	2578	3068
64522022	ZBTB1	1934	1814
33467047	TMEM50B	1521	1627
79729379	CMYA5	1135	887
31295890	OMG	2696	2588
76629028	ST6GALNAC1	842	899
51110915	TFCP2	1780	2012
240814748	RGS7	1025	908
144774267	ZNF34	1949	2510
39402432	FBXO33	1568	1598
103324659	FZD6	1146	1146
46204196	CCR1	1898	2561
161723486	FCRLB	1021	1112
124424295	OR8B4	665	744
21816767	MTAP	1515	1832
32643808	SCG5	915	659
151328509	P2RY13	1158	1026
39459062	SUPT5H	1409	605
1358462	MUM1	849	680
26188952	HIST1H4D	453	450
57325973	PRIM2	1774	613
199940111	TYW5	788	797
101422363	RFX8	1790	1509
59573963	DHX40	938	408
53210311	CPT2	2427	2300
8837514	A2ML1	1229	1346
78880562	MORF4L1	3055	2088
114239442	CDC16	814	221
56743700	OR9G4	1069	1322
134545724	CEP63	783	502
163535007	QKI	980	836
43800632	HYPK	1104	271
55936135	OR5I1	725	750
32794081	C21orf62	900	1247
32722528	DNM1L	2549	1683
84744953	USP10	2077	1492
89738006	KIF20B	2457	1662
72709701	BBS4	371	254
113468306	SPICE1	727	617
70642578	GTSCR1	1499	1623
77020177	FOXB2	1217	1048
241635089	CHML	1896	1824
68173809	SUV420H1	843	976
159271768	WDSUB1	1872	2267
109789515	MAN2A1	2043	2478
248650679	OR2T27	1036	1253
222628368	MIA3	1257	1279
164939455	SLC38A11	587	599
180413443	ACBD6	2793	3565
75234079	SLC44A5	977	1080
29762976	RBMS3	1474	1506
114625343	DENND2C	836	1214
6140157	USP42	2028	1929
91385810	HFM1	724	498
48851842	OCIAD1	683	602
35833094	BRMS1L	2359	2194
184716939	EDEM3	2217	2690
192658212	RGS13	729	612
136879324	RBMX	2069	229
133656829	TOPBP1	961	228
110164387	ZC3H12C	878	839
7882469	DEFB103A	2088	2719
21977225	SMS	2272	1374
18738822	CAPZA3	1180	1264
75134391	OSTF1	1462	1853
8015359	ERRFI1	2472	1990
58465936	KIAA0586	877	969
78514997	HYKK	2899	2916
108237321	NBPF4	2493	1545
100916613	FAM178A	1863	1475
66152347	TMBIM4	649	648
56804200	OTX2	1495	1964
122934473	C11orf63	1553	1650
54941002	CCDC68	2041	2238
45207597	SEMG1	2968	3451
89803730	TRIM49	1077	851
62270897	SCGB2A2	1852	2103
45909983	PLTP	1672	1701
29160049	MAP3K7CL	1116	1613
37837619	ZNF248	1864	1685
89916951	TRIM49D1	1162	770
23365053	GZF1	1530	1425
24543158	SYNDIG1	2120	2164
153484684	C3orf79	1582	1608
18544777	UEVLD	2603	3043
6469667	KDELR2	1114	1040
57283204	ASB14	1194	1324
82164120	MPHOSPH6	869	540
75400820	RPS3	675	787
79714509	CTDP1	1023	1030
108573112	DNAJB9	324	617
191076295	STAT4	3222	3962
130400749	CEP41	680	831
101286944	SNRPA1	1058	459
39870732	ZPBP2	1061	1211
109585169	SEPT10	3007	2557
18742939	CRTC1	1004	990
107865952	FAM155A	2294	3135
100988403	C10orf2	1767	476
17339500	GTPBP3	1873	1654
21423382	ZNF493	990	1295
73641318	NAT8	691	803
237818004	RBM44	1359	1228
7064105	TBL1Y	577	826
70784171	VAC14	2066	2097
60899279	PRPF19	1252	317
103357705	WBP5	1121	1353
153703323	TLR2	1053	1442
185450054	MAP3K13	1790	1490
83944942	C9orf64	1082	1016
12158050	SEC61A2	2239	1633
9881661	KLRF2	1499	1597
93709538	FAM133A	733	970
67183580	CD180	2095	1996
18260230	SCML2	2340	2366
50587972	ATL1	1289	1371
123059704	HSPA8	1256	439
22981958	AJUBA	1216	1332
72943068	DCAF4	778	745
94997762	KDM4D	654	615
92915849	EXOC6	1509	1161
4572384	SLC1A1	1831	2025
70282325	RAB41	1320	1273
21456035	PYROXD1	2167	1245
246922	ZMYND11	1015	1038
40293591	LRRK2	1738	2184
39572407	YAE1D1	1827	1690
208129441	CRYGC	2418	2118
31891994	MEMO1	1132	1157
55886187	TRIM51	1402	1728
24438036	IMPACT	1339	1394
46931148	GOSR2	2670	845
39211270	ADAM32	836	825
81713918	ZFAND1	1265	1123
54329435	STARD6	2434	2841
84490415	RPF1	2070	439
89306286	IFIT2	2334	1649
83274644	CCDC90B	2699	2364
53826251	FTO	1267	1333
19786165	SLC24A2	855	754
145680429	C4orf51	2474	2182
62618741	DOCK7	910	1083
96287127	PTDSS1	665	237
74844009	PI15	2031	2023
24781592	GMNN	424	145
39225930	CDKL4	1055	1284
89276747	FANCI	2152	2058
34818325	DTNA	3251	3721
126010368	CDON	617	691
28717527	EXTL3	824	984
68043296	KPNA2	996	1022
23563336	SOX5	717	914
43505915	C5orf34	1170	1429
155321085	RUSC1-AS1	1153	1607
66514070	ZWILCH	1788	1336
56624317	TXNL1	813	821
76732338	F2R	392	571
122337590	CSTA	722	611
26224612	GAD2	1940	1832
52016951	ZNF614	851	754
81257783	CKMT2	1030	1175
61032061	PEX13	1389	1746
69631837	C10orf35	2131	2290
239907545	CHRM3	507	600
56382546	AASDH	2758	1555
47052456	C11orf49	1146	1344
35653718	RBM12	1870	2033
113642372	MAGI3	3078	2518
158237626	TMEM144	2590	2153
151198976	GPR171	1303	1152
64375125	PECAM1	1505	1305
114904226	TNFSF8	1421	1340
66970832	MIER1	660	468
124927652	MUC13	1867	1894
125463513	FEZ1	2810	2387
115659760	VANGL1	3046	3298
50915868	PYGL	1841	2258
56308984	SDR16C5	2391	3168
150487335	RND3	1290	1085
78598461	PKIA	829	709
NA	Non-Targeting_Control-N18	1775	1813
55569749	PDCL2	1866	1258
44773678	UBE2G2	2133	1332
8811827	ZNF558	3387	3574
118747088	IL13RA1	2459	2650
48991496	CWH43	1283	1562
140464921	MGAT4D	1113	919
44722917	DBF4B	1016	1127
23365667	TMEM241	578	575
63127574	LACTB	495	465
103637211	STAB2	962	802
33093395	AZIN2	3140	2676
10462945	MYH4	903	746
101986361	DYNC1H1	1159	363
23250688	SGCG	2376	1962
102424306	CUEDC2	960	703
41996316	DNAJC7	1012	845
40834694	TMEM99	967	807
67372432	IQCH	1247	980
80010894	TTK	826	144
155311292	TFB1M	1159	1376
188085	DEFB128	876	753
52677138	TMEM14A	1029	1471
170360462	SKIL	1113	1184
95244279	RWDD3	1236	1096
27289711	EQTN	1004	944
8217146	SH3TC1	778	1081
62284091	OSBPL2	780	719
104447329	DPYS	926	860
152882784	ARFIP1	1308	1417
169810408	SSB	2327	1620
29375155	OR12D3	1212	1959
123533210	FBXO32	2947	3497
100594010	TNMD	788	839
110604535	KCNA2	1529	1689
113590636	MAGI3	2880	3155
6436141	MCPH1	1881	816
61701009	TM2D1	2254	2426
139798308	ATP11C	1867	2271
20243286	OR11H4	1522	1897
179619375	HNRNPH1	2364	1402
68870248	CPM	707	765
100084762	EVL	1091	964
31529036	MCCD1	1322	1308
34914739	RAD1	979	408
140369627	SLC37A3	2106	2351
47714210	ADGRF4	1294	1548
106520635	AIM1	1170	1408
74738727	TYW3	901	1141
14553341	PLBD1	2019	2147
32287534	DMD	1237	1179
119591257	NKRF	589	797
95479087	PTCH1	1906	1481
126557295	FAM84B	822	1185
70409632	PROL1	1331	1262
110212156	CDC40	660	644
46920584	ARHGAP35	1131	1475
95216144	UNC5C	721	595
102862590	ERCC5	893	1026
7432532	CD163L1	1107	1546
56613306	OR5M1	1281	1442
10586369	GCNT2	1120	1271
11846727	RSL1D1	3329	602
50954014	HIGD1C	1670	1776
48806651	BCAT2	2845	3279
68278203	SLC16A6	1477	1543
3359845	ZNF195	2652	3118
95787629	FAM76B	531	550
81694663	SLC10A5	2878	2607
40354308	ADSL	792	119
179333677	ZNF639	2054	2002
11753678	GNAL	1369	1368
113288482	ANK2	1653	1942
25147029	CASC1	724	620
112450509	PTPN11	1242	1030
169735346	KLHL23	2354	2698
184178956	AP2M1	971	571
45545644	EPPIN	1903	1726
93574780	SOCS2	1564	1971
127892729	CLRN3	1954	2130
74919914	RPS6KL1	1969	1585
94349255	NOC3L	598	550
98087310	OR5AC2	2552	3148
19096743	HAUS6	1611	471
68907793	ABCA8	1175	1337
110544722	RGPD6	1805	869
77708247	TBCA	506	380
69297276	ABCA5	1079	1319
42711319	GHR	917	807
107871025	RGPD4	1455	2120
109836139	RGPD5	2824	3206
39428232	LCA5L	1744	1389
143712373	SPANXN2	3083	3374
46592517	SLC13A3	1872	1883
21233958	HNRNPC	1406	343
102871845	MMP12	1121	1197
6147530	ACSBG2	1058	1480
190901991	GLS	1325	950
52542397	FAM150A	1283	1053
78011627	ATP7A	1765	1540
196072124	TFRC	1135	890
45723888	SPINT4	1136	1187
81531255	FABP12	2417	2784
2179313	POLN	876	1037
120713345	UNC119B	1985	1954
46089683	ATP5A1	2097	955
10087024	C19orf66	292	180
169701288	PHOSPHO2	1254	1540
73213643	NAP1L2	2136	2425
47130249	HDHD2	1158	1155
1756508	NADK	957	963
78635173	RNF219	1347	1645
3576505	RPS7	840	1185
52473270	KRT6C	965	1196
55181935	MTRNR2L10	661	926
10508167	MTRNR2L8	1777	1402
133202173	ZNF268	1659	1574
43996191	ZNF155	1081	747
95845484	ENTPD1	1396	1258
123778728	FAM91A1	1116	1364
35121850	FNDC8	858	1221
99533280	NKX2-3	1309	1193
53073532	FBXO9	948	730
67198297	FAM71D	767	751
77842527	AAMDC	772	753
143032811	U2SURP	1851	420
93395675	GRID2	2477	2731
3200387	DDRGK1	896	873
51891801	DCUN1D4	856	880
6151089	NLGN4X	768	799
NA	Non-Targeting_Control-N19	1555	1751
745713	YES1	534	401
99591266	MTTP	493	538
8751389	NXPH1	2061	2332
40075835	ZNF780A	1991	1895
60979397	TRMT5	2761	1861
286327	FAM150B	2210	2765
112260800	AP1AR	3171	3259
35729501	RBM39	2319	2071
99141646	ADH4	1526	1065
139308137	MATR3	1422	1183
65680784	SGTB	2032	2353
93469352	MRPL42	625	819
48059691	ZNF630	1748	2045
15121067	RERG	687	810
62753595	CADPS	721	676
13567398	C8orf48	1329	1624
62572613	EEF1G	1680	926
12625114	SCIN	1223	1562
112186791	C4orf32	1576	1362
55795762	OR5D14	1013	1113
64232807	DNAJC4	984	902
197954048	RPL35A	2376	350
890945	GET4	1395	541
74961903	HID1	980	713
43196103	CUL9	1258	1284
141743552	RNF7	530	460
21432193	NCAM2	568	634
155889604	VAMP7	2138	2110
108622573	RPL34	1750	556
102569856	POLR2J3	1659	426
109921932	CSF1	2012	1730
5233691	INSL4	703	943
37749822	ERLIN2	1156	1255
35735133	CREB3	2381	2173
157143885	GLRB	1441	1446
158345250	CCDC148	2295	2077
125747799	PATE1	733	973
22341756	SLC17A6	1330	1491
64116552	FLRT1	712	745
13191340	MCM10	2444	1487
86914067	SEP15	391	154
19764317	TBX1	1610	1740
41497589	GOLGA7	990	725
132678429	GTF3C4	841	734
45999170	COL6A1	744	654
53077774	PODN	1137	971
10450508	KLRC1	1482	1234
132492583	DNAJC13	1192	485
163469800	HMMR	749	827
200618051	KIF14	2575	2475
15061793	OLAH	1857	1920
67430179	SERBP1	516	368
13544344	NKX3-2	452	456
34262854	ASIP	1692	1456
16992004	GAB4	3309	4380
28362465	CCDC91	1441	1532
68720306	STARD8	1904	2186
88572103	ZC3H14	1049	1091
38910902	CCER2	1712	1686
38716859	GTPBP1	484	464
7595071	SNRNP48	796	462
10697651	C8orf74	1021	693
47410259	SLC39A13	2078	1353
150720087	GIMAP1	499	486
57980604	VEZF1	441	346
40834901	TMEM99	884	881
65281063	POLA2	1827	529
40163547	CASC3	2595	2786
220796773	MARC1	3463	3458
47130305	HDHD2	1497	1669
83343211	FRMD3	522	356
146088652	PLOD2	855	910
91375532	HFM1	2549	3038
42109590	GXYLT1	3635	3631
87249939	CHMP2B	784	1315
111900394	DOCK4	2216	2533
929856	RAD52	815	578
110893135	ANKRD10	868	657
22661092	C1QB	697	472
193097742	GLRX2	1916	2412
46758784	SOCS5	1737	1966
12956681	ARHGAP44	1683	2254
167340318	TTLL2	2770	2786
80443212	FAM46D	556	551
142961098	KEL	872	1171
56003649	SUOX	1525	1095
141477786	MROH5	2830	2924
64246426	PPP1R14B	2141	2177
38925464	SCN11A	794	934
10997420	TAS2R20	1954	1589
46408209	CCRL2	4442	3422
23611528	CCDC126	775	886
14326377	FLRT3	1266	1381
100477410	NMS	3683	3381
133191498	ZNF268	3129	3121
67737538	NOL11	2293	1447
14643007	LOC388813	2926	3458
1771263	CLN8	557	640
92472256	C15orf32	1927	2384
45946590	CXCR6	2492	2751
31183999	FUS	1554	1057
551823	LRRC56	1225	733
23605791	CST9	1447	1560
132713897	VNN1	1388	1688
17786424	SH3GL2	1003	1271
63964362	ZNF512B	1215	1345
46039031	MSMB	720	906
18542316	SEC23B	1169	1277
50633287	SHROOM4	1549	1626
12744411	MYOCD	3376	3112
94664739	ESRP1	2118	2338
8796277	TMEM186	701	737
22857982	CCDC179	1188	1351
149178884	ZNF398	797	1008
6054568	EIF2AK1	944	1422
58498301	CYP7A1	2173	2339
61957410	BEST1	1404	1442
47140801	CYP4A22	585	448
18457273	RNF144B	1208	1553
72854151	PIBF1	752	569
41945957	CENPM	2209	938
72138071	NPFFR2	2366	2098
73873762	TBC1D21	1704	1884
16572056	FAM134B	1110	1049
172983891	ATP6V0E1	1192	1091
70384543	SMR3B	894	986
41580846	HIVEP3	1475	1018
108727825	FNDC7	377	306
134566469	PLAC1	2095	2305
136855067	MAMDC4	437	647
1213734	TNFRSF4	796	1177
193180857	B3GALT2	613	395
20895951	CCDC144NL	885	1204
79970900	BCL2A1	3923	3122
74699069	GTF2I	1232	1010
90978595	C8orf88	3525	2870
168906675	G6PC2	640	663
111131446	DRAM2	903	835
92671475	CDK6	537	413
54627526	RP1	1756	1781
35039355	AGXT2	732	575
57984346	TEPP	1352	1605
48776313	ADCY6	2022	1892
53101388	MOCS2	965	740
39169935	ADAM32	1361	1566
51147548	C1orf185	1505	1545
91178368	DCN	1728	2510
147829612	SPINK1	1603	1557
38392383	ERG	2004	1940
105161472	POPDC3	1555	1510
17078069	MPRIP	1384	1218
122911705	FAM24A	1102	939
191375334	CCDC50	1147	792
60920886	TMEM109	1243	1212
42974132	HOOK3	992	1109
103147541	CENPE	1930	753
60888876	RHOBTB1	3315	3869
143765757	PHACTR2	1107	991
66127707	ANKRD20A3	3692	2519
44568431	ZKSCAN7	1312	1208
137530165	PCDH18	1371	1159
3063166	OR1D5	2136	1797
10797086	PDIA6	996	1020
199323922	SATB2	1813	1809
44941617	EIF2B3	3026	1013
68494519	DEPDC1	3609	3677
57434188	CIAPIN1	1185	661
443889	ZNF721	1440	996
9811613	FBXL12	534	439
23111804	TNFRSF10C	1701	1854
69566601	GTF2H2C	912	198
4538930	LRG1	1372	1345
18232458	SAA2-SAA4	2569	2493
35896500	NFKBID	1231	1112
118181545	TAOK3	2059	2367
104694718	OR13D1	3111	3148
673390	ATP5I	721	400
149995960	TIGD6	1203	1127
31420377	DRG1	517	482
42990920	RUNDC1	1911	1842
140091989	LOC389895	775	1071
47737846	CEBPD	1515	1512
153553068	ATP2B3	910	779
49436571	SLC17A7	511	242
743575	PCGF3	2043	1615
45833055	LZTFL1	2124	2158
18585484	HDAC9	1523	1328
62403274	DIMT1	2064	321
88011179	GPR65	1348	1524
51409536	EPS15	734	827
148335639	SPINK9	2152	2501
93953145	BARX1	375	451
140653111	IK	1303	920
58722160	GOT2	585	485
40623756	MPC1L	791	952
2520629	GNG7	1226	1645
24607750	PCYT1B	2174	2319
249833	SH3YL1	1264	1164
141477738	PCDHGC3	3501	3615
41498206	CHD6	1426	1362
90037376	GAS8	1820	1802
113152840	CCDC42B	809	591
48083410	MED4	2051	777
69423660	NFU1	1512	1162
58578202	SDCBP	1521	1283
24068419	SF3B6	2205	462
6651567	DNAJC11	2940	763
101235917	DRP2	2455	2535
NA	Non-Targeting_Control-N20	3347	4053
150987129	HMGB3	2225	2108
131411350	MKLN1	2058	1606
44520572	CEACAM20	2333	2218
49738322	IP6K1	1570	1652
4757132	FOXK1	584	748
114325380	CHAMP1	3064	2318
49345841	GAGE12I	1231	644
215042	C9orf66	1155	2384
64565273	SLC22A11	877	637
33931170	EGLN3	988	1267
52434021	KRT75	1363	2145
103693331	AMY1B	1647	874
35740001	SPEF2	2214	1969
32543904	TOPORS	2309	2208
87197946	TMEM243	976	942
12670207	WDR83	940	367
95611450	DZIP1	1223	1403
48343659	ZNF641	739	672
77728337	USP33	1035	892
109463408	SEC24B	813	823
132402672	TTF1	1700	1025
43013196	PKNOX1	2441	2370
196718561	CCDC150	1313	1420
132872369	CHFR	2491	2384
55351393	GFRAL	1788	2378
19655097	NBL1	869	1015
21206938	ZP2	1148	1249
184477529	C1orf21	1350	1427
55440452	TBPL2	820	923
169697327	CLCN3	892	902
194666460	LSG1	1496	356
16070386	NCOR1	798	815
36820012	ZNF790	1769	1790
92050385	EPHX4	969	968
4246260	TMEM128	1915	1980
247672885	OR13G1	1102	1247
160300661	RBMS1	1089	1026
9976967	EMC3	2585	1760
78079404	TNRC6C	1629	2048
95409998	PON2	1196	1182
119514185	HSD3B1	1618	2121
134204100	NCAPD3	1898	764
97177170	RIOK2	1345	1110
31464349	DSG3	1307	1140
37848635	BRF2	857	583
112445351	ZDHHC6	2719	2575
150396625	ZNF775	963	1377
103015689	COL11A1	1097	1071
108904344	ARMC2	1899	2133
84489724	RPF1	1062	293
33648896	ADAMTS12	885	597
53486439	MAP3K12	1602	2196
24543382	SYNDIG1	2305	2678
123605462	GRAMD1B	1924	2223
161283696	PCP4L1	547	796
37392087	WDR70	1146	435
48134264	SLC24A5	2500	3049
190366800	INPP1	536	531
26966150	ADAMTS5	1701	1405
109615503	SOWAHC	945	1261
52403815	KRT82	1108	1250
48364967	RB1	2952	3360
30236139	MAGEB3	1131	1196
40458477	BLVRB	618	608
NA	Non-Targeting_Control-N21	2479	2427
244054493	ZBTB18	1057	958
10704988	ADPRM	1243	1637
34999595	SRP54	1496	130
36446411	PRR5L	1060	1050
89889061	C15orf38-AP3S2	1508	1104
15587826	ACE2	2036	2310
83921101	TTLL7	1355	1072
202604465	SYT2	1521	1652
242220079	PLD5	1887	2925
28010999	EYA3	2404	1990
121036991	NDNF	916	676
