sgRNA,Gene,Snu-1_WT_C13_D=0,Snu-1_WT_C13_D=10
CLK1_PKc_E9_130.1,CLK1,1891,1405
CLK2_PKc_E10_83.3,CLK2,649,685
CLK2_PKc_E4_40,CLK2,753,602
CLK2_PKc_E5_67,CLK2,380,633
CLK2_PKc_E6_117.1,CLK2,1115,721
CLK2_PKc_E7_167.4,CLK2,1009,774
CLK2_PKc_E9_130.3,CLK2,679,341
CLK3_PKc_E4_43.1,CLK3,988,734
CLK3_PKc_E5_67.7,CLK3,957,961
CLK3_PKc_E6_117,CLK3,1336,897
CLK3_PKc_E7_167.21,CLK3,639,347
CLK3_PKc_E8_95.3,CLK3,1057,425
CLK3_PKc_E9_130.3,CLK3,404,386
CLK4_PKc_E4_40,CLK4,604,341
CLK4_PKc_E5_67,CLK4,1244,978
CLK4_PKc_E6_117.3,CLK4,2209,1836
CLK4_PKc_E7_167.8,CLK4,997,1079
CLK4_PKc_E8_95.2,CLK4,1179,1049
CLK4_PKc_E9_130.3,CLK4,866,621
CSF1R_PKc_E12_127.12,CSF1R,407,470
CSF1R_PKc_E13_105.8,CSF1R,316,408
CSF1R_PKc_E14_111.8,CSF1R,319,177
CSF1R_PKc_E15_163.13,CSF1R,2120,1663
CSF1R_PKc_E16_89.3,CSF1R,742,530
CSF1R_PKc_E17_98.1,CSF1R,1162,1716
CSK_PKc_E10_74.8,CSK,936,823
CSK_PKc_E11_196.3,CSK,867,1414
CSK_PKc_E12_87,CSK,1071,879
CSK_PKc_E7_61.3,CSK,506,708
CSK_PKc_E8_100.1,CSK,353,223
CSK_PKc_E9_91,CSK,439,497
CSNK1A1_PKc_E1_78.2,CSNK1A1,190,314
CSNK1A1_PKc_E2_107.7,CSNK1A1,967,554
CSNK1A1_PKc_E3_127.1,CSNK1A1,497,578
CSNK1A1_PKc_E4_99.5,CSNK1A1,415,481
CSNK1A1_PKc_E5_84.1,CSNK1A1,1438,1210
CSNK1A1_PKc_E6_140.6,CSNK1A1,804,1004
CSNK1D_PKc_E1_55.2,CSNK1D,723,883
CSNK1D_PKc_E1_55.3,CSNK1D,910,727
CSNK1D_PKc_E2_111.8,CSNK1D,1117,1101
CSNK1D_PKc_E3_149.8,CSNK1D,558,481
CSNK1D_PKc_E4_229.12,CSNK1D,795,606
CSNK1D_PKc_E5_171.15,CSNK1D,554,849
CSNK1E_PKc_E2_55.4,CSNK1E,731,782
CSNK1E_PKc_E3_111.11,CSNK1E,740,923
CSNK1E_PKc_E4_149.4,CSNK1E,578,1072
CSNK1E_PKc_E5_229.35,CSNK1E,515,665
CSNK1E_PKc_E6_171.15,CSNK1E,342,636
CSNK1E_PKc_E7_110.8,CSNK1E,390,288
CSNK1G1_PKc_E2_55.3,CSNK1G1,888,880
CSNK1G1_PKc_E3_41,CSNK1G1,2104,2991
CSNK1G1_PKc_E4_70.2,CSNK1G1,588,580
CSNK1G1_PKc_E5_152.1,CSNK1G1,886,1333
CSNK1G1_PKc_E6_235.8,CSNK1G1,1435,1524
CSNK1G1_PKc_E7_86.9,CSNK1G1,167,148
CSNK1G2_PKc_E2_55.5,CSNK1G2,731,677
CSNK1G2_PKc_E3_41,CSNK1G2,711,542
CSNK1G2_PKc_E4_70.3,CSNK1G2,233,168
CSNK1G2_PKc_E5_149.15,CSNK1G2,634,789
CSNK1G2_PKc_E6_235.22,CSNK1G2,188,112
CSNK1G2_PKc_E7_86.13,CSNK1G2,381,487
CSNK1G3_PKc_E2_55.2,CSNK1G3,1004,1141
CSNK1G3_PKc_E3_41,CSNK1G3,419,723
CSNK1G3_PKc_E4_70.2,CSNK1G3,473,752
CSNK1G3_PKc_E5_149.1,CSNK1G3,368,473
CSNK1G3_PKc_E6_235.1,CSNK1G3,480,607
CSNK1G3_PKc_E7_86.3,CSNK1G3,670,486
CSNK2A1_PKc_E10_102.3,CSNK2A1,485,122
CSNK2A1_PKc_E10_102.7,CSNK2A1,835,822
CSNK2A1_PKc_E11_101,CSNK2A1,550,182
CSNK2A1_PKc_E11_101.1,CSNK2A1,958,503
CSNK2A1_PKc_E12_149.5,CSNK2A1,641,589
CSNK2A2_PKc_E1_41,CSNK2A2,773,2032
CSNK2A2_PKc_E2_112.4,CSNK2A2,731,678
CSNK2A2_PKc_E3_102.5,CSNK2A2,677,682
CSNK2A2_PKc_E4_51,CSNK2A2,474,693
CSNK2A2_PKc_E5_60.2,CSNK2A2,518,924
CSNK2A2_PKc_E6_84.4,CSNK2A2,637,868
DAPK1_PKc_E2_44.1,DAPK1,738,683
DAPK1_PKc_E3_222.6,DAPK1,577,854
DAPK1_PKc_E4_139.3,DAPK1,395,473
DAPK1_PKc_E5_130.11,DAPK1,542,475
DAPK1_PKc_E6_49.3,DAPK1,878,438
DAPK1_PKc_E8_153.1,DAPK1,929,689
DAPK2_PKc_E2_44.1,DAPK2,894,1089
DAPK2_PKc_E3_222.18,DAPK2,590,781
DAPK2_PKc_E4_139,DAPK2,741,1041
DAPK2_PKc_E5_130.5,DAPK2,460,650
DAPK2_PKc_E6_49.1,DAPK2,1279,984
DAPK2_PKc_E8_153.1,DAPK2,626,589
DAPK3_PKc_E2_44,DAPK3,1103,626
DAPK3_PKc_E3_361.58,DAPK3,700,481
DAPK3_PKc_E4_130.4,DAPK3,449,354
DAPK3_PKc_E5_49,DAPK3,335,235
DAPK3_PKc_E7_153.1,DAPK3,622,459
DAPK3_PKc_E8_43,DAPK3,702,1205
DCLK1_PKc_E10_120.4,DCLK1,2203,2451
DCLK1_PKc_E11_147.4,DCLK1,332,503
DCLK1_PKc_E12_134.16,DCLK1,604,565
DCLK1_PKc_E13_78.4,DCLK1,1028,1295
DCLK1_PKc_E8_83.4,DCLK1,599,1142
DCLK1_PKc_E9_58,DCLK1,320,320
DCLK2_PKc_E10_120.6,DCLK2,990,1139
DCLK2_PKc_E11_147.9,DCLK2,1,1
DCLK2_PKc_E12_134.4,DCLK2,1355,1134
DCLK2_PKc_E13_78.2,DCLK2,776,830
DCLK2_PKc_E8_68.1,DCLK2,1003,846
DCLK2_PKc_E9_58.3,DCLK2,974,671
DCLK3_PKc_E2_390.28,DCLK3,831,1159
DCLK3_PKc_E2_390.6,DCLK3,1296,1154
DCLK3_PKc_E3_133.3,DCLK3,550,490
DCLK3_PKc_E3_133.7,DCLK3,569,789
DCLK3_PKc_E4_168.9,DCLK3,1093,1082
DCLK3_PKc_E5_86.5,DCLK3,887,1274
DDR1_PKc_E12_60.4,DDR1,1066,1659
DDR1_PKc_E12_60.9,DDR1,1016,703
DDR1_PKc_E13_128.2,DDR1,277,428
DDR1_PKc_E14_237.4,DDR1,1175,1350
DDR1_PKc_E15_235.2,DDR1,370,484
DDR1_PKc_E16_150.1,DDR1,1715,1414
DDR2_PKc_E14_60.8,DDR2,995,1574
DDR2_PKc_E15_128.5,DDR2,701,687
DDR2_PKc_E16_192.4,DDR2,1301,1074
DDR2_PKc_E17_235.9,DDR2,13,10
DDR2_PKc_E18_150.9,DDR2,1085,745
DDR2_PKc_E19_120.5,DDR2,460,552
DMPK_PKc_E1_48.3,DMPK,907,1030
DMPK_PKc_E2_84.9,DMPK,953,627
DMPK_PKc_E3_96.8,DMPK,272,167
DMPK_PKc_E4_149.4,DMPK,697,1309
DMPK_PKc_E5_94.11,DMPK,765,900
DMPK_PKc_E6_207.24,DMPK,635,508
DSTYK_PKc_E10_114.7,DSTYK,1168,647
DSTYK_PKc_E11_115.6,DSTYK,714,594
DSTYK_PKc_E12_135,DSTYK,726,920
DSTYK_PKc_E13_134.19,DSTYK,1738,1841
DSTYK_PKc_E8_155.7,DSTYK,540,684
DSTYK_PKc_E9_133,DSTYK,1139,1071
DYRK1A_PKc_E4_75.3,DYRK1A,892,624
DYRK1A_PKc_E5_148,DYRK1A,528,157
DYRK1A_PKc_E6_287.15,DYRK1A,584,473
DYRK1A_PKc_E7_147.1,DYRK1A,714,419
DYRK1A_PKc_E8_141.1,DYRK1A,310,57
DYRK1A_PKc_E9_213.21,DYRK1A,283,318
DYRK1B_PKc_E4_84,DYRK1B,1360,1211
DYRK1B_PKc_E5_148.7,DYRK1B,671,755
DYRK1B_PKc_E6_287.28,DYRK1B,616,644
DYRK1B_PKc_E7_147.3,DYRK1B,689,751
DYRK1B_PKc_E8_141,DYRK1B,701,565
DYRK1B_PKc_E9_213.48,DYRK1B,574,834
DYRK2_PKc_E3_1140.113,DYRK2,283,186
DYRK2_PKc_E3_1140.126,DYRK2,159,67
DYRK2_PKc_E3_1140.134,DYRK2,314,296
DYRK2_PKc_E3_1140.135,DYRK2,310,205
DYRK2_PKc_E3_1140.32,DYRK2,771,998
DYRK2_PKc_E3_1140.73,DYRK2,617,619
DYRK3_PKc_E3_1140.11,DYRK3,1364,1329
DYRK3_PKc_E3_1140.115,DYRK3,421,530
DYRK3_PKc_E3_1140.119,DYRK3,394,215
DYRK3_PKc_E3_1140.128,DYRK3,367,435
DYRK3_PKc_E3_1140.22,DYRK3,544,543
DYRK3_PKc_E3_1140.67,DYRK3,469,862
DYRK4_PKc_E4_105.4,DYRK4,822,912
DYRK4_PKc_E5_137,DYRK4,870,844
DYRK4_PKc_E6_141.7,DYRK4,1426,1496
DYRK4_PKc_E7_139.3,DYRK4,694,789
DYRK4_PKc_E8_82.5,DYRK4,793,847
DYRK4_PKc_E9_173.37,DYRK4,261,309
EEF2K_PKc_E4_48,EEF2K,519,608
EEF2K_PKc_E5_38.5,EEF2K,726,949
EEF2K_PKc_E6_172.2,EEF2K,660,676
EEF2K_PKc_E7_150.5,EEF2K,837,622
EEF2K_PKc_E8_133,EEF2K,719,756
EEF2K_PKc_E9_53.1,EEF2K,646,512
EGFR_PKc_E18_75.5,EGFR,1900,1481
EGFR_PKc_E19_99,EGFR,672,1343
EGFR_PKc_E20_186.28,EGFR,1343,894
EGFR_PKc_E21_156,EGFR,834,841
EGFR_PKc_E22_76.2,EGFR,509,383
EGFR_PKc_E23_147.18,EGFR,709,722
EIF2AK1_PKc_E10_112.5,EIF2AK1,724,927
EIF2AK1_PKc_E5_72.4,EIF2AK1,362,211
EIF2AK1_PKc_E6_81.2,EIF2AK1,1028,1215
EIF2AK1_PKc_E7_100.3,EIF2AK1,573,372
EIF2AK1_PKc_E8_61.1,EIF2AK1,501,678
EIF2AK1_PKc_E9_328.3,EIF2AK1,625,401
EIF2AK2_PKc_E11_123.3,EIF2AK2,1278,1268
EIF2AK2_PKc_E12_159.6,EIF2AK2,825,835
EIF2AK2_PKc_E13_181.3,EIF2AK2,727,1017
EIF2AK2_PKc_E14_129.3,EIF2AK2,816,780
EIF2AK2_PKc_E15_102.3,EIF2AK2,969,1118
EIF2AK2_PKc_E16_54.1,EIF2AK2,499,494
EIF2AK3_PKc_E11_123.1,EIF2AK3,542,668
EIF2AK3_PKc_E12_103.6,EIF2AK3,192,173
EIF2AK3_PKc_E13_201.3,EIF2AK3,697,677
EIF2AK3_PKc_E14_168.13,EIF2AK3,864,1484
EIF2AK3_PKc_E15_102.3,EIF2AK3,845,686
EIF2AK3_PKc_E16_63.2,EIF2AK3,1055,1346
EIF2AK4_PKc_E10_107.3,EIF2AK4,826,670
EIF2AK4_PKc_E10_107.8,EIF2AK4,1063,1472
EIF2AK4_PKc_E8_123.1,EIF2AK4,605,419
EIF2AK4_PKc_E8_123.3,EIF2AK4,777,974
EIF2AK4_PKc_E9_536.1,EIF2AK4,1669,850
EIF2AK4_PKc_E9_536.41,EIF2AK4,643,672
EIF2AK4_PKc2_E12_431.72,EIF2AK4,586,309
EIF2AK4_PKc2_E13_70,EIF2AK4,607,664
EIF2AK4_PKc2_E14_84.1,EIF2AK4,1137,700
EIF2AK4_PKc2_E15_123.2,EIF2AK4,832,464
EIF2AK4_PKc2_E16_105.6,EIF2AK4,564,275
EIF2AK4_PKc2_E17_55,EIF2AK4,914,954
EPHA1_PKc_E11_43.2,EPHA1,330,320
EPHA1_PKc_E12_186.1,EPHA1,396,482
EPHA1_PKc_E13_62.2,EPHA1,412,490
EPHA1_PKc_E14_207.8,EPHA1,771,1054
EPHA1_PKc_E15_150.26,EPHA1,1251,938
EPHA1_PKc_E16_150.6,EPHA1,486,930
EPHA10_PKc_E10_46,EPHA10,638,606
EPHA10_PKc_E11_186.3,EPHA10,378,302
EPHA10_PKc_E12_62.1,EPHA10,1333,1429
EPHA10_PKc_E13_204.12,EPHA10,1116,1377
EPHA10_PKc_E14_150.23,EPHA10,800,585
EPHA10_PKc_E15_150.3,EPHA10,495,739
EPHA2_PKc_E11_189.12,EPHA2,607,385
EPHA2_PKc_E11_189.15,EPHA2,1173,1173
EPHA2_PKc_E12_62,EPHA2,903,1091
EPHA2_PKc_E12_62.7,EPHA2,1171,944
EPHA2_PKc_E13_210.12,EPHA2,633,895
EPHA2_PKc_E13_210.8,EPHA2,1150,1015
EPHA3_PKc_E10_43.1,EPHA3,325,574
EPHA3_PKc_E11_186.8,EPHA3,680,647
EPHA3_PKc_E12_62.2,EPHA3,1291,812
EPHA3_PKc_E13_210.12,EPHA3,1006,1180
EPHA3_PKc_E14_150.14,EPHA3,970,781
EPHA3_PKc_E15_150.1,EPHA3,2206,2744
EPHA4_PKc_E11_43.1,EPHA4,892,902
EPHA4_PKc_E12_186.13,EPHA4,869,1129
EPHA4_PKc_E13_62.3,EPHA4,697,681
EPHA4_PKc_E14_210.8,EPHA4,551,494
EPHA4_PKc_E15_150.7,EPHA4,307,360
EPHA4_PKc_E16_150.16,EPHA4,1206,1297
EPHA5_PKc_E11_43,EPHA5,844,1147
EPHA5_PKc_E12_186.6,EPHA5,1074,1009
EPHA5_PKc_E13_62.2,EPHA5,1523,1786
EPHA5_PKc_E14_210.8,EPHA5,903,1265
EPHA5_PKc_E15_150.7,EPHA5,982,914
EPHA5_PKc_E16_150,EPHA5,370,514
EPHA6_PKc_E10_43,EPHA6,890,1277
EPHA6_PKc_E11_186.1,EPHA6,921,1435
EPHA6_PKc_E12_126.26,EPHA6,1464,2011
EPHA6_PKc_E13_62.4,EPHA6,1027,1355
EPHA6_PKc_E15_150.1,EPHA6,547,676
EPHA6_PKc_E16_150.9,EPHA6,955,849
EPHA7_PKc_E10_43,EPHA7,613,773
EPHA7_PKc_E11_186.8,EPHA7,1307,1348
EPHA7_PKc_E12_62.2,EPHA7,578,545
EPHA7_PKc_E13_210.13,EPHA7,323,398
EPHA7_PKc_E14_150.12,EPHA7,694,823
EPHA7_PKc_E15_150.1,EPHA7,561,1034
EPHA8_PKc_E11_186.28,EPHA8,629,684
EPHA8_PKc_E11_186.31,EPHA8,301,212
EPHA8_PKc_E12_62.2,EPHA8,414,255
EPHA8_PKc_E13_210.35,EPHA8,1674,1648
EPHA8_PKc_E14_150.21,EPHA8,843,395
EPHA8_PKc_E15_150.4,EPHA8,847,954
EPHB1_PKc_E10_43,EPHB1,470,669
EPHB1_PKc_E10_43.1,EPHB1,753,762
EPHB1_PKc_E11_248.3,EPHB1,1076,1101
EPHB1_PKc_E12_216.9,EPHB1,614,571
EPHB1_PKc_E13_150.12,EPHB1,489,546
EPHB1_PKc_E14_150.11,EPHB1,679,733
EPHB2_PKc_E10_43.1,EPHB2,345,439
EPHB2_PKc_E10_43.2,EPHB2,1103,1767
EPHB2_PKc_E11_248.3,EPHB2,424,504
EPHB2_PKc_E12_216.6,EPHB2,483,365
EPHB2_PKc_E13_150.22,EPHB2,598,624
EPHB2_PKc_E14_150.11,EPHB2,603,590
EPHB3_PKc_E10_43.2,EPHB3,617,454
EPHB3_PKc_E10_43.3,EPHB3,1169,1237
EPHB3_PKc_E11_248.16,EPHB3,757,690
EPHB3_PKc_E12_216.7,EPHB3,798,734
EPHB3_PKc_E13_150.1,EPHB3,782,523
EPHB3_PKc_E14_150.8,EPHB3,162,246
EPHB4_PKc_E11_43,EPHB4,788,1627
EPHB4_PKc_E11_43.2,EPHB4,760,592
EPHB4_PKc_E12_248.35,EPHB4,229,177
EPHB4_PKc_E13_216.23,EPHB4,786,810
EPHB4_PKc_E14_150.2,EPHB4,1429,1247
EPHB4_PKc_E15_150.34,EPHB4,1602,980
EPHB6_PKc_E11_43.3,EPHB6,1078,1140
EPHB6_PKc_E11_43.4,EPHB6,660,550
EPHB6_PKc_E12_248.1,EPHB6,759,556
EPHB6_PKc_E13_174.1,EPHB6,636,681
EPHB6_PKc_E14_150,EPHB6,905,686
EPHB6_PKc_E15_150.12,EPHB6,241,295
ERBB2_PKc_E18_75.5,ERBB2,1224,1246
ERBB2_PKc_E19_99.8,ERBB2,1766,1783
ERBB2_PKc_E20_186.2,ERBB2,516,688
ERBB2_PKc_E21_156.2,ERBB2,499,606
ERBB2_PKc_E22_76.9,ERBB2,351,271
ERBB2_PKc_E23_147.4,ERBB2,883,636
ERBB3_PKc_E18_75.4,ERBB3,464,451
ERBB3_PKc_E19_99.4,ERBB3,396,420
ERBB3_PKc_E20_186.13,ERBB3,1092,1126
ERBB3_PKc_E21_156.15,ERBB3,394,63
ERBB3_PKc_E22_76.7,ERBB3,1160,889
ERBB3_PKc_E23_147.5,ERBB3,741,708
ERBB4_PKc_E17_54,ERBB4,524,397
ERBB4_PKc_E18_123.8,ERBB4,1051,1180
ERBB4_PKc_E19_99.2,ERBB4,567,533
ERBB4_PKc_E20_186.2,ERBB4,1309,1618
ERBB4_PKc_E21_156.2,ERBB4,914,1046
ERBB4_PKc_E22_76.2,ERBB4,735,1055
ERN1_PKc_E14_62,ERN1,959,1018
ERN1_PKc_E15_190,ERN1,767,968
ERN1_PKc_E16_100.1,ERN1,1068,1199
ERN1_PKc_E17_200.6,ERN1,643,867
ERN1_PKc_E18_148.14,ERN1,939,988
ERN1_PKc_E19_98.5,ERN1,249,388
FASTK_PKc_E5_201.19,FASTK,1544,1230
FASTK_PKc_E5_201.31,FASTK,1008,545
FASTK_PKc_E6_143.1,FASTK,627,583
FASTK_PKc_E6_143.9,FASTK,1170,1148
FASTK_PKc_E7_92.8,FASTK,7,6
FASTK_PKc_E8_41.2,FASTK,746,970
FER_PKc_E14_27,FER,541,697
FER_PKc_E15_116.2,FER,820,758
FER_PKc_E16_95.3,FER,918,1228
FER_PKc_E17_124.2,FER,918,949
FER_PKc_E18_155.1,FER,1571,1765
FER_PKc_E19_123.7,FER,672,1053
FES_PKc_E13_27,FES,1055,902
FES_PKc_E14_119.13,FES,1025,1039
FES_PKc_E15_95.7,FES,1108,1183
FES_PKc_E16_124.2,FES,724,776
FES_PKc_E17_158.5,FES,414,480
FES_PKc_E18_123.23,FES,436,312
FGFR1_PKc_E10_41,FGFR1,422,548
FGFR1_PKc_E11_122.18,FGFR1,981,1008
FGFR1_PKc_E12_111.7,FGFR1,1676,1853
FGFR1_PKc_E13_191.13,FGFR1,815,610
FGFR1_PKc_E14_123.7,FGFR1,558,309
FGFR1_PKc_E15_71.2,FGFR1,1104,803
FGFR2_PKc_E10_74.6,FGFR2,564,1274
FGFR2_PKc_E11_122.16,FGFR2,1158,963
FGFR2_PKc_E12_111.5,FGFR2,1112,812
FGFR2_PKc_E13_191.1,FGFR2,1093,1210
FGFR2_PKc_E14_123.2,FGFR2,490,587
FGFR2_PKc_E15_71.1,FGFR2,396,386
FGFR3_PKc_E10_38.6,FGFR3,678,636
FGFR3_PKc_E11_122.16,FGFR3,278,105
FGFR3_PKc_E12_111.1,FGFR3,603,163
FGFR3_PKc_E13_191.41,FGFR3,573,407
FGFR3_PKc_E14_123.8,FGFR3,452,187
FGFR3_PKc_E15_71.4,FGFR3,186,137
FGFR4_PKc_E10_38.3,FGFR4,627,656
FGFR4_PKc_E11_122.18,FGFR4,552,419
FGFR4_PKc_E12_111.3,FGFR4,827,967
FGFR4_PKc_E13_191.1,FGFR4,803,1102
FGFR4_PKc_E14_123.9,FGFR4,672,409
FGFR4_PKc_E15_71.5,FGFR4,5,1
FGR_PKc_E10_77.7,FGR,1503,1568
FGR_PKc_E11_154.11,FGR,732,599
FGR_PKc_E12_132.2,FGR,503,307
FGR_PKc_E13_161.22,FGR,853,900
FGR_PKc_E8_52,FGR,597,707
FGR_PKc_E9_180.14,FGR,173,187
FLT1_PKc_E17_34,FLT1,692,843
FLT1_PKc_E18_105.4,FLT1,1464,1701
FLT1_PKc_E19_114.1,FLT1,650,492
FLT1_PKc_E20_89.2,FLT1,1544,1229
FLT1_PKc_E21_157.4,FLT1,438,763
FLT1_PKc_E22_98,FLT1,1526,1069
FLT3_PKc_E14_124.1,FLT3,830,633
FLT3_PKc_E15_105.1,FLT3,988,1112
FLT3_PKc_E16_111.8,FLT3,710,1329
FLT3_PKc_E17_154.5,FLT3,1647,2115
FLT3_PKc_E18_83.1,FLT3,1390,1328
FLT3_PKc_E19_128.4,FLT3,1424,1749
FLT4_PKc_E17_34,FLT4,122,317
FLT4_PKc_E18_105,FLT4,664,677
FLT4_PKc_E19_114.12,FLT4,554,833
FLT4_PKc_E20_89.4,FLT4,853,708
FLT4_PKc_E21_151.21,FLT4,492,452
FLT4_PKc_E22_95,FLT4,408,447
FRK_PKc_E4_127.1,FRK,647,850
FRK_PKc_E4_127.4,FRK,352,691
FRK_PKc_E5_159.6,FRK,796,1232
FRK_PKc_E6_182.11,FRK,438,814
FRK_PKc_E7_166.2,FRK,494,767
FRK_PKc_E8_176.6,FRK,1029,850
FYN_PKc_E10_180.5,FYN,778,796
FYN_PKc_E11_77.4,FYN,1424,1245
FYN_PKc_E12_154.5,FYN,943,1427
FYN_PKc_E13_132.11,FYN,681,588
FYN_PKc_E14_197.11,FYN,465,536
FYN_PKc_E9_82.12,FYN,1237,890
GAK_PKc_E1_31,GAK,377,231
GAK_PKc_E2_62.2,GAK,523,232
GAK_PKc_E3_60,GAK,949,695
GAK_PKc_E4_115.1,GAK,204,235
GAK_PKc_E5_143.15,GAK,477,339
GAK_PKc_E6_126.13,GAK,367,277
GCK_PKc_E2_163.12,GCK,442,472
GCK_PKc_E3_155.17,GCK,850,998
GCK_PKc_E4_120.4,GCK,1002,964
GCK_PKc_E5_96.1,GCK,371,581
GCK_PKc_E6_100.5,GCK,859,661
GCK_PKc_E7_184.12,GCK,1284,923
GRK4_PKc_E10_38,GRK4,695,582
GRK4_PKc_E11_90.8,GRK4,450,386
GRK4_PKc_E12_209.1,GRK4,787,796
GRK4_PKc_E7_45.3,GRK4,833,594
GRK4_PKc_E8_141.7,GRK4,759,507
GRK4_PKc_E9_191.15,GRK4,1130,1186
GRK5_PKc_E10_38,GRK5,106,251
GRK5_PKc_E11_90.14,GRK5,621,795
GRK5_PKc_E12_209.8,GRK5,665,1333
GRK5_PKc_E7_51,GRK5,1323,1343
GRK5_PKc_E8_141.16,GRK5,916,934
GRK5_PKc_E9_191,GRK5,1151,950
GRK6_PKc_E10_38,GRK6,1440,1499
GRK6_PKc_E11_90.3,GRK6,836,1075
GRK6_PKc_E12_209.29,GRK6,947,733
GRK6_PKc_E7_45,GRK6,301,409
GRK6_PKc_E8_141.5,GRK6,408,369
GRK6_PKc_E9_191.22,GRK6,452,461
GSG2_PKc_E1_1371.11,GSG2,429,111
GSG2_PKc_E1_1371.119,GSG2,923,447
GSG2_PKc_E1_1371.166,GSG2,543,353
GSG2_PKc_E1_1371.55,GSG2,975,474
GSG2_PKc_E1_1371.87,GSG2,834,1126
GSG2_PKc_E1_1371.9,GSG2,726,494
GSK3A_PKc_E2_132.5,GSK3A,395,646
GSK3A_PKc_E3_84,GSK3A,344,443
GSK3A_PKc_E4_111.4,GSK3A,654,1017
GSK3A_PKc_E5_131.14,GSK3A,312,528
GSK3A_PKc_E6_107.2,GSK3A,1379,2911
GSK3A_PKc_E7_98.2,GSK3A,655,991
GSK3B_PKc_E2_132.6,GSK3B,616,1265
GSK3B_PKc_E3_84.2,GSK3B,878,1046
GSK3B_PKc_E4_111.3,GSK3B,1182,2146
GSK3B_PKc_E5_131.8,GSK3B,726,1122
GSK3B_PKc_E6_107.2,GSK3B,888,1998
GSK3B_PKc_E7_98.9,GSK3B,1231,2209
GUCY2D_PKc_E10_157.1,GUCY2D,478,398
GUCY2D_PKc_E11_150.8,GUCY2D,467,698
GUCY2D_PKc_E12_149.8,GUCY2D,882,559
GUCY2D_PKc_E7_63.1,GUCY2D,2163,1960
GUCY2D_PKc_E8_81.5,GUCY2D,520,587
GUCY2D_PKc_E9_207.18,GUCY2D,534,643
GUCY2F_PKc_E10_157.3,GUCY2F,450,462
GUCY2F_PKc_E11_150.7,GUCY2F,538,373
GUCY2F_PKc_E12_149.12,GUCY2F,1,1
GUCY2F_PKc_E7_69,GUCY2F,2005,2122
GUCY2F_PKc_E8_90,GUCY2F,276,108
GUCY2F_PKc_E9_177.5,GUCY2F,479,563
HCK_PKc_E10_77.2,HCK,1649,1673
HCK_PKc_E11_154.1,HCK,622,784
HCK_PKc_E12_132.7,HCK,1,1
HCK_PKc_E13_194.6,HCK,584,357
HCK_PKc_E8_76.11,HCK,580,531
HCK_PKc_E9_180.11,HCK,639,430
HIPK1_PKc_E2_557.19,HIPK1,1161,795
HIPK1_PKc_E2_557.27,HIPK1,181,42
HIPK1_PKc_E3_124.1,HIPK1,360,253
HIPK1_PKc_E4_120.6,HIPK1,634,710
HIPK1_PKc_E5_87.3,HIPK1,607,399
HIPK1_PKc_E6_177.4,HIPK1,2180,2716
HIPK2_PKc_E2_557.17,HIPK2,678,750
HIPK2_PKc_E2_557.57,HIPK2,828,912
HIPK2_PKc_E3_124.7,HIPK2,837,368
HIPK2_PKc_E4_120.8,HIPK2,834,641
HIPK2_PKc_E5_87.4,HIPK2,851,1261
HIPK2_PKc_E6_177.13,HIPK2,942,870
HIPK3_PKc_E2_512.3,HIPK3,599,806
HIPK3_PKc_E2_512.3,HIPK3,450,484
HIPK3_PKc_E3_124.5,HIPK3,855,735
HIPK3_PKc_E4_120.1,HIPK3,407,689
HIPK3_PKc_E5_87.1,HIPK3,657,1027
HIPK3_PKc_E6_147.2,HIPK3,865,1114
HIPK4_PKc_E1_435.51,HIPK4,697,488
HIPK4_PKc_E1_435.67,HIPK4,682,648
HIPK4_PKc_E2_357.17,HIPK4,118,37
HIPK4_PKc_E2_357.2,HIPK4,972,1050
HIPK4_PKc_E3_219.24,HIPK4,832,927
HIPK4_PKc_E3_219.28,HIPK4,1610,1974
HUNK_PKc_E1_90,HUNK,1017,943
HUNK_PKc_E1_90.6,HUNK,876,1063
HUNK_PKc_E2_293.25,HUNK,440,554
HUNK_PKc_E4_136.17,HUNK,1,1
HUNK_PKc_E5_128.3,HUNK,862,1178
HUNK_PKc_E6_86.5,HUNK,768,790
ICK_PKc_E3_92.5,ICK,113,177
ICK_PKc_E4_55.5,ICK,223,291
ICK_PKc_E5_122.2,ICK,1155,1200
ICK_PKc_E6_80.2,ICK,479,395
ICK_PKc_E7_133.9,ICK,565,533
ICK_PKc_E8_172.2,ICK,1583,1981
IGF1R_PKc_E16_213.16,IGF1R,1572,1368
IGF1R_PKc_E17_111.7,IGF1R,701,487
IGF1R_PKc_E18_160.13,IGF1R,1064,683
IGF1R_PKc_E19_130.1,IGF1R,613,569
IGF1R_PKc_E20_135.11,IGF1R,822,443
IGF1R_PKc_E21_82,IGF1R,606,637
IKBKB_PKc_E2_63.1,IKBKB,820,642
IKBKB_PKc_E3_95.11,IKBKB,1059,1302
IKBKB_PKc_E4_118.23,IKBKB,1820,1572
IKBKB_PKc_E5_70.3,IKBKB,718,1094
IKBKB_PKc_E6_89.7,IKBKB,274,247
IKBKB_PKc_E7_90.7,IKBKB,424,329
IKBKE_PKc_E3_63.7,IKBKE,1,1
IKBKE_PKc_E4_141.9,IKBKE,1376,1323
IKBKE_PKc_E5_130.2,IKBKE,939,1250
IKBKE_PKc_E6_182.18,IKBKE,910,1176
IKBKE_PKc_E7_161.24,IKBKE,321,542
IKBKE_PKc_E8_111.2,IKBKE,564,668
